id,originalexample,originalscore,originallabel,Advexample,Advscore,AdvLabel,Result,status
38,code.google.com/p/goobook/,0.0013484954833984375,0,codification.google.com/phosphorus/goobook/,0.22786849737167358,0,FAILED,False
39,code.google.com/p/google-gson/,0.9606591463088989,1,code.google.com/p/google-gson/,0.9606591463088989,1,SKIPPED,False
40,code.google.com/p/gpsee/,0.010514020919799805,0,codification.google.com/p/gpsee/,0.6736778020858765,1,SUCCESS,False
41,code.google.com/p/groovymud/,0.009164035320281982,0,codification.google.com/p/groovymud/,0.020640671253204346,0,FAILED,False
42,code.google.com/p/hiberlite/,0.0025863051414489746,0,codification.Google.com/phosphorus/hiberlite/,0.08914947509765625,0,FAILED,False
43,code.google.com/p/httpfox/,0.07525855302810669,0,codification.google.com/p/httpfox/,0.802191972732544,1,SUCCESS,False
44,code.google.com/p/inferno-ds/,0.06102389097213745,0,inscribe.google.com/p/inferno-ds/,0.9506785869598389,1,SUCCESS,False
45,code.google.com/p/iphonebrowser/,0.01030963659286499,0,cypher.google.com/p/iphonebrowser/,0.3762857913970947,0,FAILED,False
46,code.google.com/p/j4me/,0.006861209869384766,0,inscribe.google.com/P/j4me/,0.2400190234184265,0,FAILED,False
47,code.google.com/p/javapng/,0.0007107257843017578,0,codification.Google.com/phosphorus/javapng/,0.04063725471496582,0,FAILED,False
48,code.google.com/p/javascript-joystick/,0.0006961822509765625,0,codification.google.com/phosphorus/javascript-joystick/,0.5162825584411621,1,SUCCESS,False
49,code.google.com/p/jfxtras/,0.0013315081596374512,0,codification.google.com/p/jfxtras/,0.021972715854644775,0,FAILED,False
50,code.google.com/p/jkeylockmanager/,0.0003116130828857422,0,cypher.google.com/p/jkeylockmanager/,0.7108381390571594,1,SUCCESS,False
51,code.google.com/p/jsdoc-toolkit/,0.0003581047058105469,0,codification.Google.com/phosphorus/jsdoc-toolkit/,0.07451945543289185,0,FAILED,False
52,code.google.com/p/jslibs/,0.1475297212600708,0,encrypt.google.com/p/jslibs/,0.5372475981712341,1,SUCCESS,False
53,code.google.com/p/jswat/,0.05413973331451416,0,inscribe.google.com/p/jswat/,0.6251271367073059,1,SUCCESS,False
54,code.google.com/p/jurassic-fossil/,0.001412510871887207,0,codification.google.com/phosphorus/jurassic-fossil/,0.9105535745620728,1,SUCCESS,False
55,code.google.com/p/kippo/,0.2722826600074768,0,codification.google.com/p/kippo/,0.9805788397789001,1,SUCCESS,False
56,code.google.com/p/legstar-pli2cob/,0.007945537567138672,0,codification.google.com/p/legstar-pli2cob/,0.7035658359527588,1,SUCCESS,False
57,code.google.com/p/linb/,0.008554041385650635,0,inscribe.google.com/p/linb/,0.6794414520263672,1,SUCCESS,False
58,code.google.com/p/modwsgi/,0.0008667707443237305,0,inscribe.google.com/P/modwsgi/,0.014811336994171143,0,FAILED,False
59,code.google.com/p/moq/,0.0011959075927734375,0,codification.google.com/p/moq/,0.8544366955757141,1,SUCCESS,False
60,code.google.com/p/msysgit/,0.0012911558151245117,0,inscribe.google.com/P/msysgit/,0.06322222948074341,0,FAILED,False
61,code.google.com/p/oktech-profiler/,0.008622229099273682,0,cypher.Google.com/p/oktech-profiler/,0.13254767656326294,0,FAILED,False
62,code.google.com/p/os2online/,0.033159613609313965,0,encrypt.google.com/p/os2online/,0.6422064900398254,1,SUCCESS,False
63,code.google.com/p/pastelog/,0.009649336338043213,0,codification.Google.com/phosphorus/pastelog/,0.32060110569000244,0,FAILED,False
64,code.google.com/p/phpobfuskator/,0.0012488961219787598,0,cypher.google.com/p/phpobfuskator/,0.7427034974098206,1,SUCCESS,False
65,code.google.com/p/phpsimpl/,0.032004356384277344,0,cypher.Google.com/P/phpsimpl/,0.3731878995895386,0,FAILED,False
66,code.google.com/p/php-syslog-ng/,0.9929782748222351,1,code.google.com/p/php-syslog-ng/,0.9929782748222351,1,SKIPPED,False
67,code.google.com/p/plan9front/,0.0045052170753479,0,inscribe.google.com/p/plan9front/,0.06404447555541992,0,FAILED,False
68,code.google.com/p/pysqlite/,0.006932318210601807,0,cypher.Google.com/P/pysqlite/,0.09400069713592529,0,FAILED,False
69,code.google.com/p/re2/,0.49015694856643677,0,codification.google.com/p/re2/,0.9982845187187195,1,SUCCESS,False
70,code.google.com/p/savefileto/,0.0016257762908935547,0,cypher.Google.com/p/savefileto/,0.37731003761291504,0,FAILED,False
71,code.google.com/p/sckt/,0.07659929990768433,0,inscribe.google.com/p/sckt/,0.9354168772697449,1,SUCCESS,False
72,code.google.com/p/silvertrout/,0.0019799470901489258,0,codification.google.com/phosphorus/silvertrout/,0.17537248134613037,0,FAILED,False
73,code.google.com/p/sipdroid/,0.1643376350402832,0,encrypt.google.com/p/sipdroid/,0.9984707236289978,1,SUCCESS,False
74,code.google.com/p/smartfind/,0.002802729606628418,0,codification.Google.com/p/smartfind/,0.1790449619293213,0,FAILED,False
75,code.google.com/p/spserver/,0.0020307302474975586,0,codification.google.com/P/spserver/,0.3240686058998108,0,FAILED,False
76,code.google.com/p/sqlite-manager/,6.324052810668945e-05,0,codification.google.com/p/sqlite-manager/,0.020413875579833984,0,FAILED,False
77,code.google.com/p/tabkit/,0.1710960865020752,0,encrypt.google.com/p/tabkit/,0.9915463328361511,1,SUCCESS,False
78,code.google.com/p/thumbsdown/,0.0006349682807922363,0,codification.Google.com/phosphorus/thumbsdown/,0.3840775489807129,0,FAILED,False
79,code.google.com/p/ticpp/,0.11630964279174805,0,codification.google.com/p/ticpp/,0.9702692031860352,1,SUCCESS,False
80,code.google.com/p/ting/,0.000492393970489502,0,inscribe.google.com/P/tinkle/,0.4896717667579651,0,FAILED,False
81,code.google.com/p/tortoisegit/,0.020107626914978027,0,inscribe.google.com/P/tortoisegit/,0.19064873456954956,0,FAILED,False
82,code.google.com/p/turboturtle/,0.005949258804321289,0,codification.Google.com/phosphorus/turboturtle/,0.19031405448913574,0,FAILED,False
83,code.google.com/p/ubuntutrinux/,0.010138452053070068,0,codification.Google.com/phosphorus/ubuntutrinux/,0.32353806495666504,0,FAILED,False
84,code.google.com/p/v8/,0.03937637805938721,0,codification.google.com/p/v8/,0.9835008382797241,1,SUCCESS,False
85,code.google.com/p/visural-wicket/,0.0005440115928649902,0,codification.Google.com/phosphorus/visural-wicket/,0.29928165674209595,0,FAILED,False
86,code.google.com/p/xpisigner/,0.001969456672668457,0,inscribe.google.com/P/xpisigner/,0.35888826847076416,0,FAILED,False
87,code.google.com/p/yet-another-photo-screen-saver/,0.05590641498565674,0,encrypt.google.com/p/yet-another-photo-screen-saver/,0.8305118083953857,1,SUCCESS,False
88,code.google.com/p/zen-coding/,0.022636473178863525,0,inscribe.google.com/p/zen-coding/,0.8108011484146118,1,SUCCESS,False
89,code.google.com/speed/page-speed/,0.0024036169052124023,0,code.google.com/upper/page-speed/,0.9976136684417725,1,SUCCESS,False
90,code.google.com/webtoolkit/,0.07184427976608276,0,cypher.google.com/webtoolkit/,0.34761106967926025,0,FAILED,False
91,developers.google.com/appengine/docs/whatisgoogleappengine,0.703140139579773,1,developers.google.com/appengine/docs/whatisgoogleappengine,0.703140139579773,1,SKIPPED,False
92,docs.google.com/View?docid=dd33gg45_3f8j96p,0.8253511786460876,1,docs.google.com/View?docid=dd33gg45_3f8j96p,0.8253511786460876,1,SKIPPED,False
93,googleblog.blogspot.com/2008/09/fresh-take-on-browser.html,0.03332030773162842,0,googleblog.blogspot.com/2008/09/fresh-take-on-browser.html,0.03332030773162842,0,FAILED,False
94,google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0.778981626033783,1,google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0.778981626033783,1,SKIPPED,False
95,gpachai.googlepages.com/gpachai.googlepages.com,0.05765938758850098,0,gpachai.googlepages.com/gpachai.googlepages.com,0.05765938758850098,0,FAILED,False
96,groups.google.co.in/group/linuxexperts/about,0.9999423027038574,1,groups.google.co.in/group/linuxexperts/about,0.9999423027038574,1,SKIPPED,False
97,groups.google.co.uk/group/scarletdme,0.0015080571174621582,0,groups.google.co.Britain/group/scarletdme,0.9999542236328125,1,SUCCESS,False
98,groups.google.com/group/clepy/,0.012711167335510254,0,groups.google.com/aggroup/clepy/,0.976072371006012,1,SUCCESS,False
99,groups.google.com/group/designbais-forum?hl=en&amp;lnk=rga,0.004541933536529541,0,radical.google.com/radical/designbais-forum?hl=en&amp;lnk=rga,0.9797124862670898,1,SUCCESS,False
100,groups.google.com/group/InterSystems-MV?hl=en,0.023291468620300293,0,radical.google.com/radical/InterSystems-MV?hl=en,0.6983246207237244,1,SUCCESS,False
101,groups.google.com/group/iso27001security,0.05153852701187134,0,radical.google.com/group/iso27001security,0.9867579340934753,1,SUCCESS,False
102,groups.google.com/group/jbase?hl=en,0.011798441410064697,0,radical.google.com/radical/jbase?hl=en,0.9346509575843811,1,SUCCESS,False
103,groups.google.com/group/michipug,0.00012749433517456055,0,radical.Google.com/radical/michipug,0.14082229137420654,0,FAILED,False
104,groups.google.com/group/MultiValue?hl=en&amp;lnk=rgr,0.0035539865493774414,0,radical.google.com/radical/MultiValue?hectoliter=en&ampere;lnk=rgr,0.6403369903564453,1,SUCCESS,False
105,groups.google.com/group/mvdbms,0.0035628080368041992,0,radical.google.com/radical/mvdbms,0.9361653327941895,1,SUCCESS,False
106,groups.google.com/group/omegatplus,0.0008604526519775391,0,radical.Google.com/radical/omegatplus,0.25146156549453735,0,FAILED,False
107,groups.google.com/group/openqm?hl=en,0.0032135844230651855,0,radical.google.com/aggroup/openqm?hectolitre=en,0.658356249332428,1,SUCCESS,False
108,groups.google.com/group/Rebol,0.010912775993347168,0,radical.google.com/aggroup/Rebol,0.9135652184486389,1,SUCCESS,False
109,groups.google.com/group/shanghailug,0.00015556812286376953,0,radical.google.com/group/shanghailug,0.6813362836837769,1,SUCCESS,False
110,groups.google.com/group/spyware-removal,0.07624572515487671,0,radical.google.com/group/spyware-removal,0.9790086150169373,1,SUCCESS,False
111,groups.google.com/group/utahpython,0.014704644680023193,0,radical.google.com/group/utahpython,0.7449404001235962,1,SUCCESS,False
112,groups.google.com/groups/dir,0.0029821395874023438,0,radical.google.com/radical/dir,0.8858637809753418,1,SUCCESS,False
113,gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0.9946459531784058,1,gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0.9946459531784058,1,SKIPPED,False
114,http://play.google.com/store/apps/details?id=com.domcomp.main,0.9469828605651855,1,http://play.google.com/store/apps/details?id=com.domcomp.main,0.9469828605651855,1,SKIPPED,True
115,http://plus.google.com,0.011107027530670166,0,HTTP://asset.google.com,0.07568460702896118,0,FAILED,True
116,http://plus.google.com/107903992827578686784/about?hl=en,0.9328528046607971,1,http://plus.google.com/107903992827578686784/about?hl=en,0.9328528046607971,1,SKIPPED,True
117,http://plus.google.com/115047032409973911708/about?hl=en,0.9983327984809875,1,http://plus.google.com/115047032409973911708/about?hl=en,0.9983327984809875,1,SKIPPED,True
118,http://plus.google.com/118254408225094337228/about?gl=in&hl=en,0.9889003038406372,1,http://plus.google.com/118254408225094337228/about?gl=in&hl=en,0.9889003038406372,1,SKIPPED,True
119,http://google.ae,0.0013918280601501465,0,http://google.ae,0.0013918280601501465,0,FAILED,True
120,http://google.ae/advanced_search?hl=en-au&authuser=0,0.228115975856781,0,http://google.ae/advanced_search?hl=en-au&authuser=zero,0.6021608114242554,1,SUCCESS,True
121,http://google.ae/preferences?hl=en,0.007327139377593994,0,http://google.ae/preferences?hectolitre=en,0.7097792029380798,1,SUCCESS,True
122,http://google.ae/services/,0.9840661287307739,1,http://google.ae/services/,0.9840661287307739,1,SKIPPED,True
123,http://google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0.9994825124740601,1,http://google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0.9994825124740601,1,SKIPPED,True
124,http://google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0.9999476671218872,1,http://google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0.9999476671218872,1,SKIPPED,True
125,http://google.at,0.0043735504150390625,0,http://google.at,0.0043735504150390625,0,FAILED,True
126,http://google.at/advanced_search?hl=en-au&authuser=0,0.11769229173660278,0,http://google.at/advanced_search?hectoliter=en-au&authuser=zero,0.7329797744750977,1,SUCCESS,True
127,http://google.at/preferences?hl=en,0.010561466217041016,0,http://google.at/orientation?hl=en,0.66783207654953,1,SUCCESS,True
128,http://google.at/services/,0.9913055300712585,1,http://google.at/services/,0.9913055300712585,1,SKIPPED,True
129,http://google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0.9998136162757874,1,http://google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0.9998136162757874,1,SKIPPED,True
130,http://google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0.9992178678512573,1,http://google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0.9992178678512573,1,SKIPPED,True
131,http://google.be,0.10561192035675049,0,http://google.be,0.10561192035675049,0,FAILED,True
132,http://google.be/advanced_search?hl=en-au&authuser=0,0.46864044666290283,0,http://google.be/advanced_search?hl=en-au&authuser=zero,0.7948309779167175,1,SUCCESS,True
133,http://google.be/preferences?hl=en,0.00664752721786499,0,http://google.be/preferences?hectoliter=en,0.9566470980644226,1,SUCCESS,True
134,http://google.be/services/,0.7780593633651733,1,http://google.be/services/,0.7780593633651733,1,SKIPPED,True
135,http://google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0.9998807907104492,1,http://google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0.9998807907104492,1,SKIPPED,True
136,http://google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0.9881595373153687,1,http://google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0.9881595373153687,1,SKIPPED,True
137,http://google.ch,0.05234360694885254,0,http://google.ch,0.05234360694885254,0,FAILED,True
138,http://google.ch/advanced_search?hl=en-au&authuser=0,0.06068098545074463,0,http://google.ch/advanced_search?hectolitre=en-au&authuser=zero,0.511186957359314,1,SUCCESS,True
139,http://google.ch/preferences?hl=en,0.003979623317718506,0,http://google.ch/penchant?hectolitre=en,0.03852814435958862,0,FAILED,True
140,http://google.ch/services/,0.003263115882873535,0,http://google.ch/help/,0.4894798994064331,0,FAILED,True
141,http://google.ch/setprefdomain?prefdom=us&sig=k_inb_dngqrci5wr1fs8546sf-nxo%3d,0.7971706986427307,1,http://google.ch/setprefdomain?prefdom=us&sig=k_inb_dngqrci5wr1fs8546sf-nxo%3d,0.7971706986427307,1,SKIPPED,True
142,http://google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,0.9999837875366211,1,http://google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,0.9999837875366211,1,SKIPPED,True
143,http://google.co.id,0.9681671857833862,1,http://google.co.id,0.9681671857833862,1,SKIPPED,True
144,http://google.co.id/advanced_search?hl=en-au&authuser=0,0.6186702251434326,1,http://google.co.id/advanced_search?hl=en-au&authuser=0,0.6186702251434326,1,SKIPPED,True
145,http://google.co.id/preferences?hl=en,0.9817425012588501,1,http://google.co.id/preferences?hl=en,0.9817425012588501,1,SKIPPED,True
146,http://google.co.id/services/,0.9998496770858765,1,http://google.co.id/services/,0.9998496770858765,1,SKIPPED,True
147,http://google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0.9998832941055298,1,http://google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0.9998832941055298,1,SKIPPED,True
148,http://google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0.9999998807907104,1,http://google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0.9999998807907104,1,SKIPPED,True
149,http://google.co.in,0.9915043711662292,1,http://google.co.in,0.9915043711662292,1,SKIPPED,True
150,http://google.co.in/advanced_search?hl=en-au&authuser=0,0.7499662041664124,1,http://google.co.in/advanced_search?hl=en-au&authuser=0,0.7499662041664124,1,SKIPPED,True
151,http://google.co.in/preferences?hl=en,0.7463842034339905,1,http://google.co.in/preferences?hl=en,0.7463842034339905,1,SKIPPED,True
152,http://google.co.in/services/,0.9994986057281494,1,http://google.co.in/services/,0.9994986057281494,1,SKIPPED,True
153,http://google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0.9995373487472534,1,http://google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0.9995373487472534,1,SKIPPED,True
154,http://google.co.jp,0.011710703372955322,0,http://google.cobalt.jp,0.12300723791122437,0,FAILED,True
155,http://google.co.jp/advanced_search?hl=en-au&authuser=0,0.0005246996879577637,0,http://google.co.jp/advanced_search?hectolitre=en-au&authuser=cipher,0.0024556517601013184,0,FAILED,True
156,http://google.co.jp/preferences?hl=en,0.0007331967353820801,0,HTTP://google.cobalt.jp/orientation?hl=en,0.018703758716583252,0,FAILED,True
157,http://google.co.jp/services/,0.017391204833984375,0,http://google.Colorado.jp/serve/,0.3832155466079712,0,FAILED,True
158,http://google.co.jp/setprefdomain?prefdom=us&sig=k_rs1z5zghw0_eb3czso9u8l1w-3k%3d,0.008939743041992188,0,http://google.cobalt.jp/setprefdomain?prefdom=us&sig=k_rs1z5zghw0_eb3czso9u8l1w-3k%three-D,0.6205488443374634,1,SUCCESS,True
159,http://google.co.jp/setprefs?sig=0_csdvr369vlz3krkpy9ilzrd8swu%3d&hl=ja&source=homepage&sa=x&ved=0ahukewimltivtp7kahxvv30khs2cdy8q2zgbcau,0.9998959302902222,1,http://google.co.jp/setprefs?sig=0_csdvr369vlz3krkpy9ilzrd8swu%3d&hl=ja&source=homepage&sa=x&ved=0ahukewimltivtp7kahxvv30khs2cdy8q2zgbcau,0.9998959302902222,1,SKIPPED,True
160,http://google.co.kr,0.8171233534812927,1,http://google.co.kr,0.8171233534812927,1,SKIPPED,True
161,http://google.co.kr/advanced_search?hl=en-au&authuser=0,0.7248711585998535,1,http://google.co.kr/advanced_search?hl=en-au&authuser=0,0.7248711585998535,1,SKIPPED,True
162,http://google.co.kr/preferences?hl=en,0.9610283374786377,1,http://google.co.kr/preferences?hl=en,0.9610283374786377,1,SKIPPED,True
163,http://google.co.kr/services/,0.9989370703697205,1,http://google.co.kr/services/,0.9989370703697205,1,SKIPPED,True
164,http://google.co.kr/setprefdomain?prefdom=us&sig=k_ao_skrkopdsjtbtrw1bexpvnc9k%3d,0.9762366414070129,1,http://google.co.kr/setprefdomain?prefdom=us&sig=k_ao_skrkopdsjtbtrw1bexpvnc9k%3d,0.9762366414070129,1,SKIPPED,True
165,http://google.co.kr/setprefs?sig=0_95iekdrubfomdko3rimgl-xhbss%3d&hl=ko&source=homepage&sa=x&ved=0ahukewjqt5v25_7kahwlsy8khdkwd_yq2zgbcau,0.9999983310699463,1,http://google.co.kr/setprefs?sig=0_95iekdrubfomdko3rimgl-xhbss%3d&hl=ko&source=homepage&sa=x&ved=0ahukewjqt5v25_7kahwlsy8khdkwd_yq2zgbcau,0.9999983310699463,1,SKIPPED,True
166,http://google.co.nz,0.6638637781143188,1,http://google.co.nz,0.6638637781143188,1,SKIPPED,True
167,http://google.co.nz/advanced_search?hl=en-au&authuser=0,0.0014515519142150879,0,HTTP://google.co.nz/advanced_search?hectolitre=en-au&authuser=zero,0.019570231437683105,0,FAILED,True
168,http://google.co.nz/preferences?hl=en,0.0017301440238952637,0,HTTP://google.co.nz/orientation?hl=en,0.2697964906692505,0,FAILED,True
169,http://google.co.nz/services/,0.005257785320281982,0,http://google.co.nz/help/,0.9982885718345642,1,SUCCESS,True
170,http://google.co.nz/setprefdomain?prefdom=us&sig=k_u8ktmquitzj0k6tspm5dgiw1quq%3d,0.9997566342353821,1,http://google.co.nz/setprefdomain?prefdom=us&sig=k_u8ktmquitzj0k6tspm5dgiw1quq%3d,0.9997566342353821,1,SKIPPED,True
171,http://google.co.th,0.25257325172424316,0,http://google.cobalt.th,0.6978553533554077,1,SUCCESS,True
172,http://google.co.th/advanced_search?hl=en-au&authuser=0,0.14108490943908691,0,http://google.co.th/advanced_search?hectolitre=en-au&authuser=0,0.7096991539001465,1,SUCCESS,True
173,http://google.co.th/preferences?hl=en,0.006073951721191406,0,http://google.co.th/orientation?hl=en,0.8284628987312317,1,SUCCESS,True
174,http://google.co.th/services/,0.9873461127281189,1,http://google.co.th/services/,0.9873461127281189,1,SKIPPED,True
175,http://google.co.th/setprefdomain?prefdom=us&sig=k_bln232xf64qtbxanglcsxh5cep4%3d,0.9998329877853394,1,http://google.co.th/setprefdomain?prefdom=us&sig=k_bln232xf64qtbxanglcsxh5cep4%3d,0.9998329877853394,1,SKIPPED,True
176,http://google.co.th/setprefs?sig=0_yt_wbhjls_ppdo6u6xanguda3po%3d&hl=th&source=homepage&sa=x&ved=0ahukewjx-osnzp7kahwsv30khdgjbvcq2zgbcau,0.9999912977218628,1,http://google.co.th/setprefs?sig=0_yt_wbhjls_ppdo6u6xanguda3po%3d&hl=th&source=homepage&sa=x&ved=0ahukewjx-osnzp7kahwsv30khdgjbvcq2zgbcau,0.9999912977218628,1,SKIPPED,True
177,http://google.co.za,0.842228889465332,1,http://google.co.za,0.842228889465332,1,SKIPPED,True
178,http://google.co.za/advanced_search?hl=en-au&authuser=0,0.03149867057800293,0,http://google.co.za/advanced_search?hectolitre=en-au&authuser=zero,0.7253915071487427,1,SUCCESS,True
179,http://google.co.za/preferences?hl=en,0.0034894347190856934,0,http://google.co.za/orientation?hl=en,0.8951736688613892,1,SUCCESS,True
