id,originalexample,originalscore,originallabel,Advexample,Advscore,AdvLabel,Result,status,domainchanged,tldchanged
38,code.google.com/p/goobook/,0.01357758,0,code.google.com/p/goobook/,0.01357758,0,FAILED,FALSE,FALSE,FALSE
39,code.google.com/p/google-gson/,0.03829366,0,code.google.com/p/google-gson/,0.03829366,0,FAILED,FALSE,FALSE,FALSE
40,code.google.com/p/gpsee/,0.031067133,0,code.google.com/p/gpsee/,0.031067133,0,FAILED,FALSE,FALSE,FALSE
41,code.google.com/p/groovymud/,0.014455318,0,code.google.com/p/groovymud/,0.014455318,0,FAILED,FALSE,FALSE,FALSE
42,code.google.com/p/hiberlite/,0.028189778,0,code.google.com/p/hiberlite/,0.028189778,0,FAILED,FALSE,FALSE,FALSE
43,code.google.com/p/httpfox/,0.548251569,1,code.google.com/p/httpfox/,0.548251569,1,SKIPPED,FALSE,FALSE,FALSE
44,code.google.com/p/inferno-ds/,0.027928233,0,code.google.com/p/inferno-ds/,0.027928233,0,FAILED,FALSE,FALSE,FALSE
45,code.google.com/p/iphonebrowser/,0.403538704,0,code.google.com/p/iphonebrowser/,0.403538704,0,FAILED,FALSE,FALSE,FALSE
46,code.google.com/p/j4me/,0.030092835,0,code.google.com/p/j4me/,0.030092835,0,FAILED,FALSE,FALSE,FALSE
47,code.google.com/p/javapng/,0.008338213,0,code.google.com/p/javapng/,0.008338213,0,FAILED,FALSE,FALSE,FALSE
48,code.google.com/p/javascript-joystick/,0.117144942,0,code.google.com/p/javascript-joystick/,0.117144942,0,FAILED,FALSE,FALSE,FALSE
49,code.google.com/p/jfxtras/,0.015627801,0,code.google.com/p/jfxtras/,0.015627801,0,FAILED,FALSE,FALSE,FALSE
50,code.google.com/p/jkeylockmanager/,0.068317473,0,code.google.com/p/jkeylockmanager/,0.068317473,0,FAILED,FALSE,FALSE,FALSE
51,code.google.com/p/jsdoc-toolkit/,0.036790252,0,code.google.com/p/jsdoc-toolkit/,0.036790252,0,FAILED,FALSE,FALSE,FALSE
52,code.google.com/p/jslibs/,0.059268832,0,code.google.com/p/jslibs/,0.059268832,0,FAILED,FALSE,FALSE,FALSE
53,code.google.com/p/jswat/,0.049838126,0,code.google.com/p/jswat/,0.049838126,0,FAILED,FALSE,FALSE,FALSE
54,code.google.com/p/jurassic-fossil/,0.085313439,0,code.google.com/p/jurassic-fossil/,0.085313439,0,FAILED,FALSE,FALSE,FALSE
55,code.google.com/p/kippo/,0.066549718,0,code.google.com/p/kippo/,0.066549718,0,FAILED,FALSE,FALSE,FALSE
56,code.google.com/p/legstar-pli2cob/,0.043710053,0,code.google.com/p/legstar-pli2cob/,0.043710053,0,FAILED,FALSE,FALSE,FALSE
57,code.google.com/p/linb/,0.015898883,0,code.google.com/p/linb/,0.015898883,0,FAILED,FALSE,FALSE,FALSE
58,code.google.com/p/modwsgi/,0.804548502,1,code.google.com/p/modwsgi/,0.804548502,1,SKIPPED,FALSE,FALSE,FALSE
59,code.google.com/p/moq/,0.091614604,0,code.google.com/p/moq/,0.091614604,0,FAILED,FALSE,FALSE,FALSE
60,code.google.com/p/msysgit/,0.106057525,0,code.google.com/p/msysgit/,0.106057525,0,FAILED,FALSE,FALSE,FALSE
61,code.google.com/p/oktech-profiler/,0.260371089,0,code.google.com/p/oktech-profiler/,0.260371089,0,FAILED,FALSE,FALSE,FALSE
62,code.google.com/p/os2online/,0.053047538,0,code.google.com/p/os2online/,0.053047538,0,FAILED,FALSE,FALSE,FALSE
63,code.google.com/p/pastelog/,0.773779929,1,code.google.com/p/pastelog/,0.773779929,1,SKIPPED,FALSE,FALSE,FALSE
64,code.google.com/p/phpobfuskator/,0.065110087,0,code.google.com/p/phpobfuskator/,0.065110087,0,FAILED,FALSE,FALSE,FALSE
65,code.google.com/p/phpsimpl/,0.119616151,0,code.google.com/p/phpsimpl/,0.119616151,0,FAILED,FALSE,FALSE,FALSE
66,code.google.com/p/php-syslog-ng/,0.6187253,1,code.google.com/p/php-syslog-ng/,0.6187253,1,SKIPPED,FALSE,FALSE,FALSE
67,code.google.com/p/plan9front/,0.027998924,0,code.google.com/p/plan9front/,0.027998924,0,FAILED,FALSE,FALSE,FALSE
68,code.google.com/p/pysqlite/,0.026816428,0,code.google.com/p/pysqlite/,0.026816428,0,FAILED,FALSE,FALSE,FALSE
69,code.google.com/p/re2/,0.059248567,0,code.google.com/p/re2/,0.059248567,0,FAILED,FALSE,FALSE,FALSE
70,code.google.com/p/savefileto/,0.059088469,0,code.google.com/p/savefileto/,0.059088469,0,FAILED,FALSE,FALSE,FALSE
71,code.google.com/p/sckt/,0.051814973,0,code.google.com/p/sckt/,0.051814973,0,FAILED,FALSE,FALSE,FALSE
72,code.google.com/p/silvertrout/,0.021312177,0,code.google.com/p/silvertrout/,0.021312177,0,FAILED,FALSE,FALSE,FALSE
73,code.google.com/p/sipdroid/,0.035154223,0,code.google.com/p/sipdroid/,0.035154223,0,FAILED,FALSE,FALSE,FALSE
74,code.google.com/p/smartfind/,0.040906906,0,code.google.com/p/smartfind/,0.040906906,0,FAILED,FALSE,FALSE,FALSE
75,code.google.com/p/spserver/,0.018635929,0,code.google.com/p/spserver/,0.018635929,0,FAILED,FALSE,FALSE,FALSE
76,code.google.com/p/sqlite-manager/,0.022850573,0,code.google.com/p/sqlitem-anager/,0.032031417,0,FAILED,FALSE,FALSE,FALSE
77,code.google.com/p/tabkit/,0.03236866,0,code.google.com/p/tabkit/,0.03236866,0,FAILED,FALSE,FALSE,FALSE
78,code.google.com/p/thumbsdown/,0.046036184,0,code.google.com/p/thumbsdown/,0.046036184,0,FAILED,FALSE,FALSE,FALSE
79,code.google.com/p/ticpp/,0.079421937,0,code.google.com/p/ticpp/,0.079421937,0,FAILED,FALSE,FALSE,FALSE
80,code.google.com/p/ting/,0.011477351,0,code.google.com/p/ting/,0.011477351,0,FAILED,FALSE,FALSE,FALSE
81,code.google.com/p/tortoisegit/,0.069997549,0,code.google.com/p/tortoisegit/,0.069997549,0,FAILED,FALSE,FALSE,FALSE
82,code.google.com/p/turboturtle/,0.03444773,0,code.google.com/p/turboturtle/,0.03444773,0,FAILED,FALSE,FALSE,FALSE
83,code.google.com/p/ubuntutrinux/,0.020503759,0,code.google.com/p/ubuntutrinux/,0.020503759,0,FAILED,FALSE,FALSE,FALSE
84,code.google.com/p/v8/,0.291132689,0,code.google.com/p/v8/,0.291132689,0,FAILED,FALSE,FALSE,FALSE
85,code.google.com/p/visural-wicket/,0.009457588,0,code.google.com/p/visural-wicket/,0.009457588,0,FAILED,FALSE,FALSE,FALSE
86,code.google.com/p/xpisigner/,0.052003264,0,code.google.com/p/xpisigner/,0.052003264,0,FAILED,FALSE,FALSE,FALSE
87,code.google.com/p/yet-another-photo-screen-saver/,0.044910967,0,code.google.com/p/yet-another-photo-screen-saver/,0.044910967,0,FAILED,FALSE,FALSE,FALSE
88,code.google.com/p/zen-coding/,0.035331726,0,code.google.com/p/zen-coding/,0.035331726,0,FAILED,FALSE,FALSE,FALSE
89,code.google.com/speed/page-speed/,0.035659134,0,code.google.com/speed/page-speed/,0.035659134,0,FAILED,FALSE,FALSE,FALSE
90,code.google.com/webtoolkit/,0.062721789,0,code.google.com/webtoolkit/,0.062721789,0,FAILED,FALSE,FALSE,FALSE
91,developers.google.com/appengine/docs/whatisgoogleappengine,0.930474043,1,developers.google.com/appengine/docs/whatisgoogleappengine,0.930474043,1,SKIPPED,FALSE,FALSE,FALSE
92,docs.google.com/View?docid=dd33gg45_3f8j96p,0.96162194,1,docs.google.com/View?docid=dd33gg45_3f8j96p,0.96162194,1,SKIPPED,FALSE,FALSE,FALSE
93,googleblog.blogspot.com/2008/09/fresh-take-on-browser.html,0.201364696,0,googleblog.blogspot.com/2008/09/fresh-take-on-browser.html,0.201364696,0,FAILED,FALSE,FALSE,FALSE
94,google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0.005659938,0,google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0.005659938,0,FAILED,FALSE,FALSE,FALSE
95,gpachai.googlepages.com/gpachai.googlepages.com,0.00432837,0,gpachai.googlepages.com/gpachai.googlepages.com,0.00432837,0,FAILED,FALSE,FALSE,FALSE
96,groups.google.co.in/group/linuxexperts/about,0.081915617,0,groups.google.co.in/group/linuxexperts/about,0.081915617,0,FAILED,FALSE,FALSE,FALSE
97,groups.google.co.uk/group/scarletdme,0.077077031,0,groups.google.co.uk/group/scarletdme,0.077077031,0,FAILED,FALSE,FALSE,FALSE
98,groups.google.com/group/clepy/,0.001023173,0,groups.google.com/group/clepy/,0.001023173,0,FAILED,FALSE,FALSE,FALSE
99,groups.google.com/group/designbais-forum?hl=en&amp;lnk=rga,0.000278413,0,groups.google.com/group/designbais-forum?hl=en&amp;lnk=rga,0.000278413,0,FAILED,FALSE,FALSE,FALSE
100,groups.google.com/group/InterSystems-MV?hl=en,0.037146151,0,groups.google.com/group/InterSystems-MV?hl=en,0.037146151,0,FAILED,FALSE,FALSE,FALSE
101,groups.google.com/group/iso27001security,0.031002045,0,groups.google.com/group/iso27001security,0.031002045,0,FAILED,FALSE,FALSE,FALSE
102,groups.google.com/group/jbase?hl=en,0.002782881,0,groups.google.com/group/jbase?hl=en,0.002782881,0,FAILED,FALSE,FALSE,FALSE
103,groups.google.com/group/michipug,0.007338226,0,groups.google.com/group/michipug,0.007338226,0,FAILED,FALSE,FALSE,FALSE
104,groups.google.com/group/MultiValue?hl=en&amp;lnk=rgr,0.163527429,0,groups.google.com/group/MultiValue?hl=en&amp;lnk=rgr,0.163527429,0,FAILED,FALSE,FALSE,FALSE
105,groups.google.com/group/mvdbms,0.024701178,0,groups.google.com/group/mvdbms,0.024701178,0,FAILED,FALSE,FALSE,FALSE
106,groups.google.com/group/omegatplus,0.064545929,0,groups.google.com/group/omegatplus,0.064545929,0,FAILED,FALSE,FALSE,FALSE
107,groups.google.com/group/openqm?hl=en,0.013686597,0,groups.google.com/group/openqm?hl=en,0.013686597,0,FAILED,FALSE,FALSE,FALSE
108,groups.google.com/group/Rebol,0.484017968,0,groups.google.com/group/Rebol,0.484017968,0,FAILED,FALSE,FALSE,FALSE
109,groups.google.com/group/shanghailug,0.0888623,0,groups.google.com/group/shanghailug,0.0888623,0,FAILED,FALSE,FALSE,FALSE
110,groups.google.com/group/spyware-removal,0.006697893,0,groups.google.com/group/spyware-removal,0.006697893,0,FAILED,FALSE,FALSE,FALSE
111,groups.google.com/group/utahpython,0.015084207,0,groups.google.com/group/utahpython,0.015084207,0,FAILED,FALSE,FALSE,FALSE
112,groups.google.com/groups/dir,0.011681855,0,groups.google.com/groups/dir,0.011681855,0,FAILED,FALSE,FALSE,FALSE
113,gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0.987680435,1,gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0.987680435,1,SKIPPED,FALSE,FALSE,FALSE
114,http://play.google.com/store/apps/details?id=com.domcomp.main,0.589009047,1,http://play.google.com/store/apps/details?id=com.domcomp.main,0.589009047,1,SKIPPED,TRUE,FALSE,FALSE
115,http://plus.google.com,0.017507136,0,http://plus.google.com,0.017507136,0,FAILED,TRUE,FALSE,FALSE
116,http://plus.google.com/107903992827578686784/about?hl=en,0.003579974,0,http://plus.google.com/107903992827578686784/about?hl=en,0.003579974,0,FAILED,TRUE,FALSE,FALSE
117,http://plus.google.com/115047032409973911708/about?hl=en,0.005354524,0,http://plus.google.com/115047032409973911708/about?hl=en,0.005354524,0,FAILED,TRUE,FALSE,FALSE
118,http://plus.google.com/118254408225094337228/about?gl=in&hl=en,0.155795276,0,http://plus.google.com/118254408225094337228/about?gl=in&hl=en,0.155795276,0,FAILED,TRUE,FALSE,FALSE
119,http://google.ae,0.551538765,1,http://google.ae,0.551538765,1,SKIPPED,TRUE,FALSE,FALSE
120,http://google.ae/advanced_search?hl=en-au&authuser=0,0.104579985,0,http://google.ae/advanced_search?hl=en-au&authuser=0,0.104579985,0,FAILED,TRUE,FALSE,FALSE
121,http://google.ae/preferences?hl=en,0.940114915,1,http://google.ae/preferences?hl=en,0.940114915,1,SKIPPED,TRUE,FALSE,FALSE
122,http://google.ae/services/,0.981826425,1,http://google.ae/services/,0.981826425,1,SKIPPED,TRUE,FALSE,FALSE
123,http://google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0.999966741,1,http://google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0.999966741,1,SKIPPED,TRUE,FALSE,FALSE
124,http://google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0.999694109,1,http://google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0.999694109,1,SKIPPED,TRUE,FALSE,FALSE
125,http://google.at,0.367522001,0,http://google.at,0.367522001,0,FAILED,TRUE,FALSE,FALSE
126,http://google.at/advanced_search?hl=en-au&authuser=0,0.035001755,0,http://google.at/advanced_search?hl=en-au&authuser=0,0.035001755,0,FAILED,TRUE,FALSE,FALSE
127,http://google.at/preferences?hl=en,0.880225897,1,http://google.at/preferences?hl=en,0.880225897,1,SKIPPED,TRUE,FALSE,FALSE
128,http://google.at/services/,0.966883659,1,http://google.at/services/,0.966883659,1,SKIPPED,TRUE,FALSE,FALSE
129,http://google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0.995633543,1,http://google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0.995633543,1,SKIPPED,TRUE,FALSE,FALSE
130,http://google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0.996005714,1,http://google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0.996005714,1,SKIPPED,TRUE,FALSE,FALSE
131,http://google.be,0.255511642,0,http://google.be,0.255511642,0,FAILED,TRUE,FALSE,FALSE
132,http://google.be/advanced_search?hl=en-au&authuser=0,0.04421556,0,http://google.be/advanced_search?hl=en-au&authuser=0,0.04421556,0,FAILED,TRUE,FALSE,FALSE
133,http://google.be/preferences?hl=en,0.725905418,1,http://google.be/preferences?hl=en,0.725905418,1,SKIPPED,TRUE,FALSE,FALSE
134,http://google.be/services/,0.936258137,1,http://google.be/services/,0.936258137,1,SKIPPED,TRUE,FALSE,FALSE
135,http://google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0.999700069,1,http://google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0.999700069,1,SKIPPED,TRUE,FALSE,FALSE
136,http://google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0.999765456,1,http://google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0.999765456,1,SKIPPED,TRUE,FALSE,FALSE
137,http://google.ch,0.489331126,0,http://google.ch,0.489331126,0,FAILED,TRUE,FALSE,FALSE
138,http://google.ch/advanced_search?hl=en-au&authuser=0,0.017534316,0,http://google.ch/advanced_search?hl=en-au&authuser=0,0.017534316,0,FAILED,TRUE,FALSE,FALSE
139,http://google.ch/preferences?hl=en,0.89310658,1,http://google.ch/preferences?hl=en,0.89310658,1,SKIPPED,TRUE,FALSE,FALSE
140,http://google.ch/services/,0.944806278,1,http://google.ch/services/,0.944806278,1,SKIPPED,TRUE,FALSE,FALSE
141,http://google.ch/setprefdomain?prefdom=us&sig=k_inb_dngqrci5wr1fs8546sf-nxo%3d,0.993756413,1,http://google.ch/setprefdomain?prefdom=us&sig=k_inb_dngqrci5wr1fs8546sf-nxo%3d,0.993756413,1,SKIPPED,TRUE,FALSE,FALSE
142,http://google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,1,1,http://google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,1,1,SKIPPED,TRUE,FALSE,FALSE
143,http://google.co.id,0.662834227,1,http://google.co.id,0.662834227,1,SKIPPED,TRUE,FALSE,FALSE
144,http://google.co.id/advanced_search?hl=en-au&authuser=0,0.585711718,1,http://google.co.id/advanced_search?hl=en-au&authuser=0,0.585711718,1,SKIPPED,TRUE,FALSE,FALSE
145,http://google.co.id/preferences?hl=en,0.98692131,1,http://google.co.id/preferences?hl=en,0.98692131,1,SKIPPED,TRUE,FALSE,FALSE
146,http://google.co.id/services/,0.995449007,1,http://google.co.id/services/,0.995449007,1,SKIPPED,TRUE,FALSE,FALSE
147,http://google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0.998394907,1,http://google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0.998394907,1,SKIPPED,TRUE,FALSE,FALSE
148,http://google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0.999999881,1,http://google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0.999999881,1,SKIPPED,TRUE,FALSE,FALSE
149,http://google.co.in,0.344923854,0,http://google.co.in,0.344923854,0,FAILED,TRUE,FALSE,FALSE
150,http://google.co.in/advanced_search?hl=en-au&authuser=0,0.655370474,1,http://google.co.in/advanced_search?hl=en-au&authuser=0,0.655370474,1,SKIPPED,TRUE,FALSE,FALSE
151,http://google.co.in/preferences?hl=en,0.985079169,1,http://google.co.in/preferences?hl=en,0.985079169,1,SKIPPED,TRUE,FALSE,FALSE
152,http://google.co.in/services/,0.986148357,1,http://google.co.in/services/,0.986148357,1,SKIPPED,TRUE,FALSE,FALSE
153,http://google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0.997935295,1,http://google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0.997935295,1,SKIPPED,TRUE,FALSE,FALSE
154,http://google.co.jp,0.161958992,0,http://google.co.jp,0.161958992,0,FAILED,TRUE,FALSE,FALSE
155,http://google.co.jp/advanced_search?hl=en-au&authuser=0,0.004650235,0,http://google.co.jp/advanced_search?hl=en-au&authuser=0,0.004650235,0,FAILED,TRUE,FALSE,FALSE
156,http://google.co.jp/preferences?hl=en,0.189606607,0,http://google.co.jp/preferences?hl=en,0.189606607,0,FAILED,TRUE,FALSE,FALSE
157,http://google.co.jp/services/,0.667200983,1,http://google.co.jp/services/,0.667200983,1,SKIPPED,TRUE,FALSE,FALSE
158,http://google.co.jp/setprefdomain?prefdom=us&sig=k_rs1z5zghw0_eb3czso9u8l1w-3k%3d,0.999574482,1,http://google.co.jp/setprefdomain?prefdom=us&sig=k_rs1z5zghw0_eb3czso9u8l1w-3k%3d,0.999574482,1,SKIPPED,TRUE,FALSE,FALSE
159,http://google.co.jp/setprefs?sig=0_csdvr369vlz3krkpy9ilzrd8swu%3d&hl=ja&source=homepage&sa=x&ved=0ahukewimltivtp7kahxvv30khs2cdy8q2zgbcau,0.999999881,1,http://google.co.jp/setprefs?sig=0_csdvr369vlz3krkpy9ilzrd8swu%3d&hl=ja&source=homepage&sa=x&ved=0ahukewimltivtp7kahxvv30khs2cdy8q2zgbcau,0.999999881,1,SKIPPED,TRUE,FALSE,FALSE
160,http://google.co.kr,0.69239974,1,http://google.co.kr,0.69239974,1,SKIPPED,TRUE,FALSE,FALSE
161,http://google.co.kr/advanced_search?hl=en-au&authuser=0,0.406966567,0,http://google.co.kr/advanced_search?hl=en-au&authuser=0,0.406966567,0,FAILED,TRUE,FALSE,FALSE
162,http://google.co.kr/preferences?hl=en,0.985576153,1,http://google.co.kr/preferences?hl=en,0.985576153,1,SKIPPED,TRUE,FALSE,FALSE
163,http://google.co.kr/services/,0.9944489,1,http://google.co.kr/services/,0.9944489,1,SKIPPED,TRUE,FALSE,FALSE
164,http://google.co.kr/setprefdomain?prefdom=us&sig=k_ao_skrkopdsjtbtrw1bexpvnc9k%3d,0.999053299,1,http://google.co.kr/setprefdomain?prefdom=us&sig=k_ao_skrkopdsjtbtrw1bexpvnc9k%3d,0.999053299,1,SKIPPED,TRUE,FALSE,FALSE
165,http://google.co.kr/setprefs?sig=0_95iekdrubfomdko3rimgl-xhbss%3d&hl=ko&source=homepage&sa=x&ved=0ahukewjqt5v25_7kahwlsy8khdkwd_yq2zgbcau,0.999997377,1,http://google.co.kr/setprefs?sig=0_95iekdrubfomdko3rimgl-xhbss%3d&hl=ko&source=homepage&sa=x&ved=0ahukewjqt5v25_7kahwlsy8khdkwd_yq2zgbcau,0.999997377,1,SKIPPED,TRUE,FALSE,FALSE
166,http://google.co.nz,0.33326757,0,http://google.co.nz,0.33326757,0,FAILED,TRUE,FALSE,FALSE
167,http://google.co.nz/advanced_search?hl=en-au&authuser=0,0.038659275,0,http://google.co.nz/advanced_search?hl=en-au&authuser=0,0.038659275,0,FAILED,TRUE,FALSE,FALSE
168,http://google.co.nz/preferences?hl=en,0.872735143,1,http://google.co.nz/preferences?hl=en,0.872735143,1,SKIPPED,TRUE,FALSE,FALSE
169,http://google.co.nz/services/,0.971377373,1,http://google.co.nz/services/,0.971377373,1,SKIPPED,TRUE,FALSE,FALSE
170,http://google.co.nz/setprefdomain?prefdom=us&sig=k_u8ktmquitzj0k6tspm5dgiw1quq%3d,0.990801156,1,http://google.co.nz/setprefdomain?prefdom=us&sig=k_u8ktmquitzj0k6tspm5dgiw1quq%3d,0.990801156,1,SKIPPED,TRUE,FALSE,FALSE
