id,originalexample,originalscore,originallabel,Advexample,Advscore,AdvLabel,Result,status,domainchanged,tldchanged
94,google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0.6984914541244507,1,google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0.6984914541244507,1,SKIPPED,False,False,False
113,gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0.9987367987632751,1,gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0.9987367987632751,1,SKIPPED,False,False,False
114,http://www.play.google.com/store/apps/details?id=com.domcomp.main,0.9996846914291382,1,http://www.play.google.com/store/apps/details?id=com.domcomp.main,0.9996846914291382,1,SKIPPED,True,False,False
121,http://www.google.ae/preferences?hl=en,0.5173063278198242,1,http://www.google.ae/preferences?hl=en,0.5173063278198242,1,SKIPPED,True,False,False
123,http://www.google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0.9640078544616699,1,http://www.google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0.9640078544616699,1,SKIPPED,True,False,False
124,http://www.google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0.9975420832633972,1,http://www.google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0.9975420832633972,1,SKIPPED,True,False,False
127,http://www.google.at/preferences?hl=en,0.6165615320205688,1,http://www.google.at/preferences?hl=en,0.6165615320205688,1,SKIPPED,True,False,False
129,http://www.google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0.5382167100906372,1,http://www.google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0.5382167100906372,1,SKIPPED,True,False,False
130,http://www.google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0.9802730679512024,1,http://www.google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0.9802730679512024,1,SKIPPED,True,False,False
135,http://www.google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0.8329257369041443,1,http://www.google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0.8329257369041443,1,SKIPPED,True,False,False
136,http://www.google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0.9696736931800842,1,http://www.google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0.9696736931800842,1,SKIPPED,True,False,False
142,http://www.google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,0.9603701233863831,1,http://www.google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,0.9603701233863831,1,SKIPPED,True,False,False
145,http://www.google.co.id/preferences?hl=en,0.988311767578125,1,http://www.google.co.id/preferences?hl=en,0.988311767578125,1,SKIPPED,True,False,False
147,http://www.google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0.9938888549804688,1,http://www.google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0.9938888549804688,1,SKIPPED,True,False,False
148,http://www.google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0.9989445805549622,1,http://www.google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0.9989445805549622,1,SKIPPED,True,False,False
151,http://www.google.co.in/preferences?hl=en,0.9705615043640137,1,http://www.google.co.in/preferences?hl=en,0.9705615043640137,1,SKIPPED,True,False,False
153,http://www.google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0.9952648282051086,1,http://www.google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0.9952648282051086,1,SKIPPED,True,False,False
158,http://www.google.co.jp/setprefdomain?prefdom=us&sig=k_rs1z5zghw0_eb3czso9u8l1w-3k%3d,0.8104126453399658,1,http://www.google.co.jp/setprefdomain?prefdom=us&sig=k_rs1z5zghw0_eb3czso9u8l1w-3k%3d,0.8104126453399658,1,SKIPPED,True,False,False
159,http://www.google.co.jp/setprefs?sig=0_csdvr369vlz3krkpy9ilzrd8swu%3d&hl=ja&source=homepage&sa=x&ved=0ahukewimltivtp7kahxvv30khs2cdy8q2zgbcau,0.9998733997344971,1,http://www.google.co.jp/setprefs?sig=0_csdvr369vlz3krkpy9ilzrd8swu%3d&hl=ja&source=homepage&sa=x&ved=0ahukewimltivtp7kahxvv30khs2cdy8q2zgbcau,0.9998733997344971,1,SKIPPED,True,False,False
162,http://www.google.co.kr/preferences?hl=en,0.9922332167625427,1,http://www.google.co.kr/preferences?hl=en,0.9922332167625427,1,SKIPPED,True,False,False
164,http://www.google.co.kr/setprefdomain?prefdom=us&sig=k_ao_skrkopdsjtbtrw1bexpvnc9k%3d,0.9631850123405457,1,http://www.google.co.kr/setprefdomain?prefdom=us&sig=k_ao_skrkopdsjtbtrw1bexpvnc9k%3d,0.9631850123405457,1,SKIPPED,True,False,False
165,http://www.google.co.kr/setprefs?sig=0_95iekdrubfomdko3rimgl-xhbss%3d&hl=ko&source=homepage&sa=x&ved=0ahukewjqt5v25_7kahwlsy8khdkwd_yq2zgbcau,0.9989146590232849,1,http://www.google.co.kr/setprefs?sig=0_95iekdrubfomdko3rimgl-xhbss%3d&hl=ko&source=homepage&sa=x&ved=0ahukewjqt5v25_7kahwlsy8khdkwd_yq2zgbcau,0.9989146590232849,1,SKIPPED,True,False,False
170,http://www.google.co.nz/setprefdomain?prefdom=us&sig=k_u8ktmquitzj0k6tspm5dgiw1quq%3d,0.5291451811790466,1,http://www.google.co.nz/setprefdomain?prefdom=us&sig=k_u8ktmquitzj0k6tspm5dgiw1quq%3d,0.5291451811790466,1,SKIPPED,True,False,False
173,http://www.google.co.th/preferences?hl=en,0.9982196092605591,1,http://www.google.co.th/preferences?hl=en,0.9982196092605591,1,SKIPPED,True,False,False
175,http://www.google.co.th/setprefdomain?prefdom=us&sig=k_bln232xf64qtbxanglcsxh5cep4%3d,0.9979001879692078,1,http://www.google.co.th/setprefdomain?prefdom=us&sig=k_bln232xf64qtbxanglcsxh5cep4%3d,0.9979001879692078,1,SKIPPED,True,False,False
176,http://www.google.co.th/setprefs?sig=0_yt_wbhjls_ppdo6u6xanguda3po%3d&hl=th&source=homepage&sa=x&ved=0ahukewjx-osnzp7kahwsv30khdgjbvcq2zgbcau,0.9998042583465576,1,http://www.google.co.th/setprefs?sig=0_yt_wbhjls_ppdo6u6xanguda3po%3d&hl=th&source=homepage&sa=x&ved=0ahukewjx-osnzp7kahwsv30khdgjbvcq2zgbcau,0.9998042583465576,1,SKIPPED,True,False,False
179,http://www.google.co.za/preferences?hl=en,0.9827072024345398,1,http://www.google.co.za/preferences?hl=en,0.9827072024345398,1,SKIPPED,True,False,False
181,http://www.google.co.za/setprefdomain?prefdom=us&sig=k_sg5uasj4uvsr0tkioxewycnsqp8%3d,0.9670069217681885,1,http://www.google.co.za/setprefdomain?prefdom=us&sig=k_sg5uasj4uvsr0tkioxewycnsqp8%3d,0.9670069217681885,1,SKIPPED,True,False,False
185,http://www.google.com.ar/preferences?hl=en,0.945938766002655,1,http://www.google.com.ar/preferences?hl=en,0.945938766002655,1,SKIPPED,True,False,False
187,http://www.google.com.ar/setprefdomain?prefdom=us&sig=k_71oodppijlpmqs1yralyerzqpdu%3d,0.909184455871582,1,http://www.google.com.ar/setprefdomain?prefdom=us&sig=k_71oodppijlpmqs1yralyerzqpdu%3d,0.909184455871582,1,SKIPPED,True,False,False
188,http://www.google.com.ar/setprefs?sig=0_yqxhi-tj4jsplhesnc_qrs1mfw8%3d&hl=es-419&source=homepage&sa=x&ved=0ahukewjzurob8f7kahvcky8khbjoduyq2zgbcau,0.9984090328216553,1,http://www.google.com.ar/setprefs?sig=0_yqxhi-tj4jsplhesnc_qrs1mfw8%3d&hl=es-419&source=homepage&sa=x&ved=0ahukewjzurob8f7kahvcky8khbjoduyq2zgbcau,0.9984090328216553,1,SKIPPED,True,False,False
193,http://www.google.com.au/imghp?hl=en&tab=8i,0.7656703591346741,1,http://www.google.com.au/imghp?hl=en&tab=8i,0.7656703591346741,1,SKIPPED,True,False,False
195,http://www.google.com.au/imghp?hl=zh-cn&tab=wi,0.9928781986236572,1,http://www.google.com.au/imghp?hl=zh-cn&tab=wi,0.9928781986236572,1,SKIPPED,True,False,False
196,http://www.google.com.au/preferences?hl=en,0.632313072681427,1,http://www.google.com.au/preferences?hl=en,0.632313072681427,1,SKIPPED,True,False,False
198,http://www.google.com.au/setprefdomain?prefdom=us&sig=k_0tm0tnwk2cvz4bwfcxqdygj1t3e%3d,0.8471421599388123,1,http://www.google.com.au/setprefdomain?prefdom=us&sig=k_0tm0tnwk2cvz4bwfcxqdygj1t3e%3d,0.8471421599388123,1,SKIPPED,True,False,False
199,http://www.google.com.hk/advanced_search?hl=zh-cn&authuser=0,0.8191840648651123,1,http://www.google.com.hk/advanced_search?hl=zh-cn&authuser=0,0.8191840648651123,1,SKIPPED,True,False,False
200,http://www.google.com.hk/preferences?hl=zh-cn,0.9997994303703308,1,http://www.google.com.hk/preferences?hl=zh-cn,0.9997994303703308,1,SKIPPED,True,False,False
201,http://www.google.com.hk/setprefdomain?prefdom=us&sig=k_ssocrtj2weyvneiubpwflosd4gq%3d,0.9927831292152405,1,http://www.google.com.hk/setprefdomain?prefdom=us&sig=k_ssocrtj2weyvneiubpwflosd4gq%3d,0.9927831292152405,1,SKIPPED,True,False,False
202,http://www.google.com.hk/setprefs?sig=0_a9stntp3k2go6ybeyq1z9pdow-i%3d&hl=en&source=homepage&sa=x&ved=0ahukewie_7ezjf7kahvk63mbhvhvbp0q2zgbcau,0.999589204788208,1,http://www.google.com.hk/setprefs?sig=0_a9stntp3k2go6ybeyq1z9pdow-i%3d&hl=en&source=homepage&sa=x&ved=0ahukewie_7ezjf7kahvk63mbhvhvbp0q2zgbcau,0.999589204788208,1,SKIPPED,True,False,False
203,http://www.google.com.hk/webhp?hl=zh-cn&sourceid=cnhp,0.9999298453330994,1,http://www.google.com.hk/webhp?hl=zh-cn&sourceid=cnhp,0.9999298453330994,1,SKIPPED,True,False,False
206,http://www.google.com.sg/preferences?hl=en,0.8809306621551514,1,http://www.google.com.sg/preferences?hl=en,0.8809306621551514,1,SKIPPED,True,False,False
208,http://www.google.com.sg/setprefdomain?prefdom=us&sig=k_gitvyouisaumxudzuzdsm55zvkw%3d,0.9938405752182007,1,http://www.google.com.sg/setprefdomain?prefdom=us&sig=k_gitvyouisaumxudzuzdsm55zvkw%3d,0.9938405752182007,1,SKIPPED,True,False,False
211,http://www.google.com.tr/preferences?hl=en,0.8293434381484985,1,http://www.google.com.tr/preferences?hl=en,0.8293434381484985,1,SKIPPED,True,False,False
213,http://www.google.com.tr/setprefdomain?prefdom=us&sig=k_ymc9helwjkos1gc17uwo_j3nzcg%3d,0.9811288118362427,1,http://www.google.com.tr/setprefdomain?prefdom=us&sig=k_ymc9helwjkos1gc17uwo_j3nzcg%3d,0.9811288118362427,1,SKIPPED,True,False,False
214,http://www.google.com.tr/setprefs?sig=0_kv-hrkyellxwgcyicdrdspj7wqe%3d&hl=tr&source=homepage&sa=x&ved=0ahukewiwvspbjp7kahudbiskhdhec3mq2zgbcau,0.9028910994529724,1,http://www.google.com.tr/setprefs?sig=0_kv-hrkyellxwgcyicdrdspj7wqe%3d&hl=tr&source=homepage&sa=x&ved=0ahukewiwvspbjp7kahudbiskhdhec3mq2zgbcau,0.9028910994529724,1,SKIPPED,True,False,False
217,http://www.google.com.tw/preferences?hl=en,0.9616363048553467,1,http://www.google.com.tw/preferences?hl=en,0.9616363048553467,1,SKIPPED,True,False,False
219,http://www.google.com.tw/setprefdomain?prefdom=us&sig=k_awqie3llu9ppcxbv29xillu0ffa%3d,0.9867520928382874,1,http://www.google.com.tw/setprefdomain?prefdom=us&sig=k_awqie3llu9ppcxbv29xillu0ffa%3d,0.9867520928382874,1,SKIPPED,True,False,False
220,http://www.google.com.tw/setprefs?sig=0_6arpupkodmilcqfiewbdonu8uwq%3d&hl=zh-tw&source=homepage&sa=x&ved=0ahukewjvnr-srv7kahwlq48khadkbiwq2zgbcau,0.9984884858131409,1,http://www.google.com.tw/setprefs?sig=0_6arpupkodmilcqfiewbdonu8uwq%3d&hl=zh-tw&source=homepage&sa=x&ved=0ahukewjvnr-srv7kahwlq48khadkbiwq2zgbcau,0.9984884858131409,1,SKIPPED,True,False,False
224,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewi3pnq00vzkahuyf30khdwdcdeqpqgd,0.8203833103179932,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewi3pnq00vzkahuyf30khdwdcdeqpqgd,0.8203833103179932,1,SKIPPED,True,False,False
225,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewi7k4dv0vzkahvjoiskhrxicegqpqgd,0.8721506595611572,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewi7k4dv0vzkahvjoiskhrxicegqpqgd,0.8721506595611572,1,SKIPPED,True,False,False
226,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewidwdsu0fzkahxzbx0khtkectiqpqgd,0.9214043617248535,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewidwdsu0fzkahxzbx0khtkectiqpqgd,0.9214043617248535,1,SKIPPED,True,False,False
227,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewievpdj0fzkahviwh0khw9hcowqpqgd,0.8298261165618896,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewievpdj0fzkahviwh0khw9hcowqpqgd,0.8298261165618896,1,SKIPPED,True,False,False
228,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewihkrk30fzkahwbyyskhc2magoqpqgd,0.9056565761566162,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewihkrk30fzkahwbyyskhc2magoqpqgd,0.9056565761566162,1,SKIPPED,True,False,False
229,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewiilmb7zvzkahwufiskhc7mc5iqpqgd,0.9741514921188354,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewiilmb7zvzkahwufiskhc7mc5iqpqgd,0.9741514921188354,1,SKIPPED,True,False,False
230,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewij55ls0fzkahwbt30khxs_bn4qpqgd,0.8711931109428406,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewij55ls0fzkahwbt30khxs_bn4qpqgd,0.8711931109428406,1,SKIPPED,True,False,False
231,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjhkatz1pzkahuofh0khz72bawqpqgd,0.8938748240470886,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjhkatz1pzkahuofh0khz72bawqpqgd,0.8938748240470886,1,SKIPPED,True,False,False
232,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjnvlbv0vzkahuivh0khfagc1kqpqgd,0.8896246552467346,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjnvlbv0vzkahuivh0khfagc1kqpqgd,0.8896246552467346,1,SKIPPED,True,False,False
233,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjpk5ca0fzkahuwqh0khcwwbfkqpqgd,0.8432252407073975,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjpk5ca0fzkahuwqh0khcwwbfkqpqgd,0.8432252407073975,1,SKIPPED,True,False,False
234,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjpypgd0_zkahxiq30khztfbbqqpqgd,0.9286220073699951,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjpypgd0_zkahxiq30khztfbbqqpqgd,0.9286220073699951,1,SKIPPED,True,False,False
235,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjtzrqtk_3kahxndcskht9qblgqpqgd,0.8068812489509583,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjtzrqtk_3kahxndcskht9qblgqpqgd,0.8068812489509583,1,SKIPPED,True,False,False
236,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjzqykgz_zkahwuf3ikhynjaq4qpqgd,0.9133804440498352,1,http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjzqykgz_zkahwuf3ikhynjaq4qpqgd,0.9133804440498352,1,SKIPPED,True,False,False
238,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k__wtcbizzx1nd-rlpdodgi3rsaxc%3d,0.9991675615310669,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k__wtcbizzx1nd-rlpdodgi3rsaxc%3d,0.9991675615310669,1,SKIPPED,True,False,False
239,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_1iqoatxes1jjnpdt92yh7dirjgq%3d,0.9926621913909912,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_1iqoatxes1jjnpdt92yh7dirjgq%3d,0.9926621913909912,1,SKIPPED,True,False,False
240,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_2huzsvjw4lg52ps8qftsjxwto6e%3d,0.9883041977882385,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_2huzsvjw4lg52ps8qftsjxwto6e%3d,0.9883041977882385,1,SKIPPED,True,False,False
241,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_2lnufgowlby6ehozsq-zkr5x6h8%3d,0.9948159456253052,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_2lnufgowlby6ehozsq-zkr5x6h8%3d,0.9948159456253052,1,SKIPPED,True,False,False
242,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4arifeiciflhjlcv-w-pbea24i8%3d,0.996955156326294,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4arifeiciflhjlcv-w-pbea24i8%3d,0.996955156326294,1,SKIPPED,True,False,False
243,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4kjtszsinsnz_3rnjwm4_mfgqwc%3d,0.9936571717262268,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4kjtszsinsnz_3rnjwm4_mfgqwc%3d,0.9936571717262268,1,SKIPPED,True,False,False
244,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4vgcobys4gs15cv4ick9oynntb8%3d,0.98853600025177,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4vgcobys4gs15cv4ick9oynntb8%3d,0.98853600025177,1,SKIPPED,True,False,False
245,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4wk83vlyfnu73gbsxwgrh3fsd1q%3d,0.9963599443435669,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4wk83vlyfnu73gbsxwgrh3fsd1q%3d,0.9963599443435669,1,SKIPPED,True,False,False
246,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_5m3cviq2qijupvc-5arjqy7utx0%3d,0.9967762231826782,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_5m3cviq2qijupvc-5arjqy7utx0%3d,0.9967762231826782,1,SKIPPED,True,False,False
247,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_71xizv7gghm5urz3mj-ffdpcuyk%3d,0.9980295300483704,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_71xizv7gghm5urz3mj-ffdpcuyk%3d,0.9980295300483704,1,SKIPPED,True,False,False
248,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_7mv_docoadu73j1aabbc-hxqgjk%3d,0.9983393549919128,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_7mv_docoadu73j1aabbc-hxqgjk%3d,0.9983393549919128,1,SKIPPED,True,False,False
249,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_8wxren0m8m9v2gann_l4g4fjs9y%3d,0.9978564381599426,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_8wxren0m8m9v2gann_l4g4fjs9y%3d,0.9978564381599426,1,SKIPPED,True,False,False
250,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_9ec5d1kijdbixny9lxdv9a3rxkk%3d,0.9973288178443909,1,http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_9ec5d1kijdbixny9lxdv9a3rxkk%3d,0.9973288178443909,1,SKIPPED,True,False,False
