id,originalexample,originalscore,originallabel,Advexample,Advscore,AdvLabel,Result,status,domainchanged,tldchanged,domainortld,,Valid
13,https://www.media.netflix.com/,0.999823928,1,https://www.media.netflix.com/,0.999823928,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
14,https://www.netflix.com,0.996509194,1,https://www.netflix.com,0.996509194,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
15,https://www.netflix.com/au/,0.999890625,1,https://www.netflix.com/au/,0.999890625,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
16,chrome.google.com/extensions,0.189183891,0,chrome.google.com/extensDions,0.998466313,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
17,chrome.google.com/webstore/detail/nolijncfnkgaikbjbdaogikpmpbdcdef,0.995216608,1,chrome.google.com/webstore/detail/nolijncfnkgaikbjbdaogikpmpbdcdef,0.995216608,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
18,code.google.com/android/,0.922685385,1,code.google.com/android/,0.922685385,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
19,code.google.com/chromium/,0.759923995,1,code.google.com/chromium/,0.759923995,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
20,code.google.com/edu/submissions/waterloo-concurrent/index.html,0.794499278,1,code.google.com/edu/submissions/waterloo-concurrent/index.html,0.794499278,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
21,code.google.com/intl/fr/apis/gdata/articles/gdata_on_rails.html,0.002336502,0,code.google.com/intl/fr/apis/gdata/arKticles/gdata_on_rails.html,0.251851082,0,FAILED,FALSE,FALSE,FALSE,FALSE,,
22,code.google.com/p/amop/,0.121823251,0,code.goYogle.com/p/amop/,0.989026666,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
23,code.google.com/p/apsw/,0.133708894,0,code.goPogle.com/p/apsw/,0.991646051,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
24,code.google.com/p/canopy-httpd/,0.01346761,0,code.google.com/p/canopTy-httpd/,0.787414849,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
25,code.google.com/p/compcache/,0.139234066,0,code.goDogle.com/p/compcache/,0.992673516,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
26,code.google.com/p/cryptsetup/,0.158297181,0,code.goIogle.com/p/cryptsetup/,0.99436897,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
27,code.google.com/p/dcsharp/,0.158901989,0,code.goole.com/p/dcsharp/,0.992840469,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
28,code.google.com/p/epic-win32/,0.147586405,0,code.goTogle.com/p/epic-win32/,0.991101027,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
29,code.google.com/p/evennia/,0.127528071,0,code.goCogle.com/p/evennia/,0.99155575,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
30,code.google.com/p/f90tohtml/,0.246734977,0,code.goole.com/p/f90tohtml/,0.995838761,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
31,code.google.com/p/fanntool/,0.152503312,0,code.gVoogle.com/p/fanntool/,0.98957926,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
32,code.google.com/p/favloc/,0.180669606,0,code.goMogle.com/p/favloc/,0.994651556,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
33,code.google.com/p/ffl/,0.226732731,0,code.goMogle.com/p/ffl/,0.996748924,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
34,code.google.com/p/foraytool/,0.109894276,0,code.goRogle.com/p/foraytool/,0.988889456,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
35,code.google.com/p/foxreplace/,0.214979231,0,code.goole.com/p/foxreplace/,0.995892644,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
36,code.google.com/p/fuel-scm/,0.12805301,0,code.google.com/p/fuel-dcm/,0.993510365,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
37,code.google.com/p/git-osx-installer/,0.8227247,1,code.google.com/p/git-osx-installer/,0.8227247,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
38,code.google.com/p/goobook/,0.108933389,0,code.goPogle.com/p/goobook/,0.989011407,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
39,code.google.com/p/google-gson/,0.132417023,0,code.goole.com/p/google-gson/,0.992230654,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
40,code.google.com/p/gpsee/,0.131138444,0,code.goole.com/p/gpsee/,0.983472466,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
41,code.google.com/p/groovymud/,0.125564277,0,code.goole.com/p/groovymud/,0.994820952,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
42,code.google.com/p/hiberlite/,0.030802011,0,code.google.com/p/hDiberlite/,0.929907024,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
43,code.google.com/p/httpfox/,0.220270514,0,code.goole.com/p/httpfox/,0.995359659,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
44,code.google.com/p/inferno-ds/,0.00115025,0,code.google.com/p/infernod-s/,0.364998817,0,FAILED,FALSE,FALSE,FALSE,FALSE,,
45,code.google.com/p/iphonebrowser/,0.117643833,0,code.goZogle.com/p/iphonebrowser/,0.989918888,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
46,code.google.com/p/j4me/,0.154285967,0,code.goCogle.com/p/j4me/,0.99364078,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
47,code.google.com/p/javapng/,0.100938976,0,code.goole.com/p/javapng/,0.983212411,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
48,code.google.com/p/javascript-joystick/,0.017877698,0,code.goBogle.com/p/javascript-joystick/,0.893545806,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
49,code.google.com/p/jfxtras/,0.142168403,0,code.goQogle.com/p/jfxtras/,0.992118895,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
50,code.google.com/p/jkeylockmanager/,0.136564612,0,code.goole.com/p/jkeylockmanager/,0.99355334,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
51,code.google.com/p/jsdoc-toolkit/,0.082814693,0,code.goWogle.com/p/jsdoc-toolkit/,0.977851987,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
52,code.google.com/p/jslibs/,0.140121996,0,code.goBogle.com/p/jslibs/,0.991290152,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
53,code.google.com/p/jswat/,0.17101258,0,code.goJogle.com/p/jswat/,0.995413005,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
54,code.google.com/p/jurassic-fossil/,0.158661008,0,code.goXogle.com/p/jurassic-fossil/,0.993986249,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
55,code.google.com/p/kippo/,0.174102902,0,code.goCogle.com/p/kippo/,0.995167196,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
56,code.google.com/p/legstar-pli2cob/,0.108359814,0,code.goGogle.com/p/legstar-pli2cob/,0.990312994,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
57,code.google.com/p/linb/,0.188064158,0,code.goUogle.com/p/linb/,0.996077061,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
58,code.google.com/p/modwsgi/,0.131214857,0,code.goUogle.com/p/modwsgi/,0.993093133,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
59,code.google.com/p/moq/,0.083061397,0,code.goFogle.com/p/moq/,0.974075913,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
60,code.google.com/p/msysgit/,0.193409741,0,code.goole.com/p/msysgit/,0.994384468,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
61,code.google.com/p/oktech-profiler/,0.210909188,0,code.gAoogle.com/p/oktech-profiler/,0.995496511,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
62,code.google.com/p/os2online/,0.24820447,0,code.goole.com/p/os2online/,0.996181369,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
63,code.google.com/p/pastelog/,0.232884288,0,code.goUogle.com/p/pastelog/,0.997601449,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
64,code.google.com/p/phpobfuskator/,0.497956693,0,code.goole.com/p/phpobfuskator/,0.999387145,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
65,code.google.com/p/phpsimpl/,0.17747587,0,code.goole.com/p/phpsimpl/,0.993674934,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
66,code.google.com/p/php-syslog-ng/,0.123142123,0,code.google.com/p/pMhp-syslog-ng/,0.98886162,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
67,code.google.com/p/plan9front/,0.09426564,0,code.goXogle.com/p/plan9front/,0.985735595,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
68,code.google.com/p/pysqlite/,0.142727971,0,code.goIogle.com/p/pysqlite/,0.993762851,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
69,code.google.com/p/re2/,0.165953457,0,code.goole.com/p/re2/,0.989504576,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
70,code.google.com/p/savefileto/,0.179406047,0,code.goZogle.com/p/savefileto/,0.995597601,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
71,code.google.com/p/sckt/,0.119943023,0,code.goHogle.com/p/sckt/,0.99102962,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
72,code.google.com/p/silvertrout/,0.228432536,0,code.goNogle.com/p/silvertrout/,0.996640861,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
73,code.google.com/p/sipdroid/,0.098763168,0,code.goole.com/p/sipdroid/,0.982945323,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
74,code.google.com/p/smartfind/,0.158660769,0,code.goole.com/p/smartfind/,0.991178155,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
75,code.google.com/p/spserver/,0.124366999,0,code.goole.com/p/spserver/,0.984467328,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
76,code.google.com/p/sqlite-manager/,0.507638574,1,code.google.com/p/sqlite-manager/,0.507638574,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
77,code.google.com/p/tabkit/,0.154330134,0,code.goEogle.com/p/tabkit/,0.993919194,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
78,code.google.com/p/thumbsdown/,0.230055094,0,code.goole.com/p/thumbsdown/,0.996991098,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
79,code.google.com/p/ticpp/,0.020322502,0,code.goPogle.com/p/ticpp/,0.875086665,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
80,code.google.com/p/ting/,0.108454108,0,code.goLogle.com/p/ting/,0.989223361,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
81,code.google.com/p/tortoisegit/,0.162765503,0,code.goCogle.com/p/tortoisegit/,0.994272411,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
82,code.google.com/p/turboturtle/,0.136324167,0,code.gFoogle.com/p/turboturtle/,0.987610042,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
83,code.google.com/p/ubuntutrinux/,0.174288571,0,code.goole.com/p/ubuntutrinux/,0.99460113,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
84,code.google.com/p/v8/,0.2138201,0,code.goole.com/p/v8/,0.994397879,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
85,code.google.com/p/visural-wicket/,0.200695336,0,code.goAogle.com/p/visural-wicket/,0.995363832,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
86,code.google.com/p/xpisigner/,0.167031467,0,code.goole.com/p/xpisigner/,0.993825793,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
87,code.google.com/p/yet-another-photo-screen-saver/,0.012527883,0,code.goVogle.com/p/yet-another-photo-screen-saver/,0.592504621,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
88,code.google.com/p/zen-coding/,0.007140994,0,code.goWogle.com/p/zen-coding/,0.490585566,0,FAILED,FALSE,TRUE,FALSE,TRUE,,
89,code.google.com/speed/page-speed/,0.787896752,1,code.google.com/speed/page-speed/,0.787896752,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
90,code.google.com/webtoolkit/,0.832663476,1,code.google.com/webtoolkit/,0.832663476,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
91,developers.google.com/appengine/docs/whatisgoogleappengine,0.994985759,1,developers.google.com/appengine/docs/whatisgoogleappengine,0.994985759,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
92,docs.google.com/View?docid=dd33gg45_3f8j96p,0.999753296,1,docs.google.com/View?docid=dd33gg45_3f8j96p,0.999753296,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
93,googleblog.blogspot.com/2008/09/fresh-take-on-browser.html,0.123034,0,googleblog.blogspot.com/2008/09/fresh-Htake-on-browser.html,0.964386046,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
94,google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0.698491454,1,google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0.698491454,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
95,gpachai.googlepages.com/gpachai.googlepages.com,0.085101604,0,gpachai.googlepNages.com/gpachai.googlepages.com,0.995522857,1,SUCCESS,FALSE,TRUE,FALSE,TRUE,,
96,groups.google.co.in/group/linuxexperts/about,0.047226906,0,groups.google.co.in/groIup/linuxexperts/about,0.991290867,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
97,groups.google.co.uk/group/scarletdme,0.039022386,0,groups.google.co.uk/gKroup/scarletdme,0.986354113,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
98,groups.google.com/group/clepy/,0.005646825,0,groups.google.com/groTup/clepy/,0.875742555,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
99,groups.google.com/group/designbais-forum?hl=en&amp;lnk=rga,0.048107266,0,groups.google.com/group/designbais-form?hl=en&amp;lnk=rga,0.969499171,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
100,groups.google.com/group/InterSystems-MV?hl=en,0.049661577,0,groups.google.com/groBup/InterSystems-MV?hl=en,0.193185627,0,FAILED,FALSE,FALSE,FALSE,FALSE,,
101,groups.google.com/group/iso27001security,0.029751241,0,groups.google.com/grYoup/iso27001security,0.981175423,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
102,groups.google.com/group/jbase?hl=en,0.001689672,0,groups.google.com/groUup/jbase?hl=en,0.782870531,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
103,groups.google.com/group/michipug,0.011223376,0,groPups.google.com/group/michipug,0.918617129,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
104,groups.google.com/group/MultiValue?hl=en&amp;lnk=rgr,0.332431793,0,groups.google.com/groXup/MultiValue?hl=en&amp;lnk=rgr,0.988935232,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
105,groups.google.com/group/mvdbms,0.024566054,0,groups.google.com/groRup/mvdbms,0.986663878,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
106,groups.google.com/group/omegatplus,0.022527635,0,groups.google.com/grSoup/omegatplus,0.991110682,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
107,groups.google.com/group/openqm?hl=en,0.002241492,0,groups.google.com/groNup/openqm?hl=en,0.797282457,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
108,groups.google.com/group/Rebol,0.054005206,0,groups.google.com/groOup/Rebol,0.963459373,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
109,groups.google.com/group/shanghailug,0.005004168,0,groups.google.com/groMup/shanghailug,0.938744307,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
110,groups.google.com/group/spyware-removal,1.96E-05,0,groups.google.com/group/spyRware-removal,0.033683836,0,FAILED,FALSE,FALSE,FALSE,FALSE,,
111,groups.google.com/group/utahpython,0.015359521,0,groups.google.com/groPup/utahpython,0.976323605,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
112,groups.google.com/groups/dir,0.004186094,0,groups.google.com/groKups/dir,0.987405419,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
113,gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0.998736799,1,gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0.998736799,1,SKIPPED,FALSE,FALSE,FALSE,FALSE,,
114,http://www.play.google.com/store/apps/details?id=com.domcomp.main,0.999684691,1,http://www.play.google.com/store/apps/details?id=com.domcomp.main,0.999684691,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
115,http://www.plus.google.com,0.000681758,0,htMtp://www.plus.google.com,0.22222954,0,FAILED,FALSE,FALSE,FALSE,FALSE,,
116,http://www.plus.google.com/107903992827578686784/about?hl=en,0.009463131,0,http://www.pXlus.google.com/107903992827578686784/about?hl=en,0.072892487,0,FAILED,TRUE,FALSE,FALSE,FALSE,,
117,http://www.plus.google.com/115047032409973911708/about?hl=en,0.005886018,0,http://www.plus.goUogle.com/115047032409973911708/about?hl=en,0.069577754,0,FAILED,TRUE,TRUE,FALSE,TRUE,,
118,http://www.plus.google.com/118254408225094337228/about?gl=in&hl=en,0.069893718,0,http://www.plus.google.com/1182544082250M94337228/about?gl=in&hl=en,0.908685982,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
119,http://www.google.ae,0.045784116,0,htAtp://www.google.ae,0.987187922,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
120,http://www.google.ae/advanced_search?hl=en-au&authuser=0,0.033809066,0,http://www.google.ae/advanced_seVarch?hl=en-au&authuser=0,0.987575114,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
121,http://www.google.ae/preferences?hl=en,0.517306328,1,http://www.google.ae/preferences?hl=en,0.517306328,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
122,http://www.google.ae/services/,0.015942276,0,http://www.google.ae/serIvices/,0.991300523,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
123,http://www.google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0.964007854,1,http://www.google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0.964007854,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
124,http://www.google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0.997542083,1,http://www.google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0.997542083,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
125,http://www.google.at,0.001554668,0,htItp://www.google.at,0.550104976,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
126,http://www.google.at/advanced_search?hl=en-au&authuser=0,0.023788571,0,http://www.google.at/advanced_seKarch?hl=en-au&authuser=0,0.963159144,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
127,http://www.google.at/preferences?hl=en,0.616561532,1,http://www.google.at/preferences?hl=en,0.616561532,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
128,http://www.google.at/services/,0.004111826,0,http://www.google.at/servNices/,0.948585093,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
129,http://www.google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0.53821671,1,http://www.google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0.53821671,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
130,http://www.google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0.980273068,1,http://www.google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0.980273068,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
131,http://www.google.be,0.006197989,0,hdttp://www.google.be,0.093015611,0,FAILED,FALSE,FALSE,FALSE,FALSE,,
132,http://www.google.be/advanced_search?hl=en-au&authuser=0,0.013105631,0,http://www.google.be/advanced_searGch?hl=en-au&authuser=0,0.931003273,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
133,http://www.google.be/preferences?hl=en,0.066238403,0,http://www.gBoogle.be/preferences?hl=en,0.9680897,1,SUCCESS,TRUE,TRUE,FALSE,TRUE,,
134,http://www.google.be/services/,0.000594378,0,http://www.google.be/serUvices/,0.513426781,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
135,http://www.google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0.832925737,1,http://www.google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0.832925737,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
136,http://www.google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0.969673693,1,http://www.google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0.969673693,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
137,http://www.google.ch,0.005282462,0,htJtp://www.google.ch,0.805912852,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
138,http://www.google.ch/advanced_search?hl=en-au&authuser=0,0.013166845,0,http://www.goMogle.ch/advanced_search?hl=en-au&authuser=0,0.404137194,0,FAILED,TRUE,TRUE,FALSE,TRUE,,
139,http://www.google.ch/preferences?hl=en,0.082569659,0,http://www.goRogle.ch/preferences?hl=en,0.977662385,1,SUCCESS,TRUE,TRUE,FALSE,TRUE,,
140,http://www.google.ch/services/,0.000836015,0,http://www.google.ch/serviTces/,0.473435402,0,FAILED,TRUE,FALSE,FALSE,FALSE,,
141,http://www.google.ch/setprefdomain?prefdom=us&sig=k_inb_dngqrci5wr1fs8546sf-nxo%3d,0.411221564,0,http://www.gMoogle.ch/setprefdomain?prefdom=us&sig=k_inb_dngqrci5wr1fs8546sf-nxo%3d,0.991767824,1,SUCCESS,TRUE,TRUE,FALSE,TRUE,,
142,http://www.google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,0.960370123,1,http://www.google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,0.960370123,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
143,http://www.google.co.id,0.011469305,0,http://www.gLoogle.co.id,0.717693746,1,SUCCESS,TRUE,TRUE,FALSE,TRUE,,
144,http://www.google.co.id/advanced_search?hl=en-au&authuser=0,0.129363775,0,http://www.google.co.id/advanced_searXch?hl=en-au&authuser=0,0.998043001,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
145,http://www.google.co.id/preferences?hl=en,0.988311768,1,http://www.google.co.id/preferences?hl=en,0.988311768,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
146,http://www.google.co.id/services/,0.215935349,0,http://www.google.co.id/serOvices/,0.99931705,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
147,http://www.google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0.993888855,1,http://www.google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0.993888855,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
148,http://www.google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0.998944581,1,http://www.google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0.998944581,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
149,http://www.google.co.in,0.007527232,0,htXtp://www.google.co.in,0.791968882,1,SUCCESS,FALSE,FALSE,FALSE,FALSE,,
150,http://www.google.co.in/advanced_search?hl=en-au&authuser=0,0.153405309,0,http://www.google.co.in/advanced_searPch?hl=en-au&authuser=0,0.99769038,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
151,http://www.google.co.in/preferences?hl=en,0.970561504,1,http://www.google.co.in/preferences?hl=en,0.970561504,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
152,http://www.google.co.in/services/,0.137037456,0,http://www.google.co.in/sFervices/,0.99803865,1,SUCCESS,TRUE,FALSE,FALSE,FALSE,,
153,http://www.google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0.995264828,1,http://www.google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0.995264828,1,SKIPPED,TRUE,FALSE,FALSE,FALSE,,
