seedurl,craftedurl,adversarytype,adversarymethod,domain,price
https://store.steampowered.com/,https://store.steampowgred.com,Char_Adversaries,bitsq,steampowgred.com,11.99
https://store.steampowered.com/,https://store.smartphone-powered-steampowered.com,Word_Adversaries,wconcatdn,smartphone-powered-steampowered.com,11.99
https://store.steampowered.com/,https://store.sgteampowered.com,Char_Adversaries,insert,sgteampowered.com,11.99
https://store.steampowered.com/,https://store.steumpowered.com,Char_Adversaries,swap,steumpowered.com,11.99
https://store.steampowered.com/,https://store.steampowe5red.com,Char_Adversaries,insert,steampowe5red.com,11.99
https://store.steampowered.com/,https://store.steyampowered.com,Char_Adversaries,insert,steyampowered.com,11.99
https://store.steampowered.com/,https://store.steampow4ered.com,Char_Adversaries,insert,steampow4ered.com,11.99
https://store.steampowered.com/,https://store.steel-jacketed-steampowered.com,Word_Adversaries,wconcatdn,steel-jacketed-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowxered.com,Char_Adversaries,insert,steampowxered.com,11.99
https://store.steampowered.com/,https://store.stoampowered.com,Char_Adversaries,swap,stoampowered.com,11.99
https://store.steampowered.com/,https://store.pre-upgraded-steampowered.com,Word_Adversaries,wconcatdn,pre-upgraded-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampo-wered.com,Char_Adversaries,hyp,steampo-wered.com,11.99
https://store.steampowered.com/,https://store.steampo0wered.com,Char_Adversaries,insert,steampo0wered.com,11.99
https://store.steampowered.com/,https://store.stealmpowered.com,Char_Adversaries,insert,stealmpowered.com,11.99
https://store.steampowered.com/,https://store.steamp-owered.com,Char_Adversaries,hyp,steamp-owered.com,11.99
https://store.steampowered.com/,https://store.steamlpowered.com,Char_Adversaries,insert,steamlpowered.com,11.99
https://store.steampowered.com/,https://store.game-inspired-steampowered.com,Word_Adversaries,wconcatdn,game-inspired-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampower-ed.com,Char_Adversaries,hyp,steampower-ed.com,11.99
https://store.steampowered.com/,https://store.steampowzered.com,Char_Adversaries,insert,steampowzered.com,11.99
https://store.steampowered.com/,https://store.steampo7ered.com,Char_Adversaries,bitsq,steampo7ered.com,11.99
https://store.steampowered.com/,https://store.garage-built-steampowered.com,Word_Adversaries,wconcatdn,garage-built-steampowered.com,11.99
https://store.steampowered.com/,https://store.reskinedsteampowered.com,Word_Adversaries,wconcatdn,reskinedsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-steel-jacketed.com,Word_Adversaries,wconcatdn,steampowered-steel-jacketed.com,11.99
https://store.steampowered.com/,https://store.steam0powered.com,Char_Adversaries,insert,steam0powered.com,11.99
https://store.steampowered.com/,https://store.ai-assisted-steampowered.com,Word_Adversaries,wconcatdn,ai-assisted-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-self-modified.com,Word_Adversaries,wconcatdn,steampowered-self-modified.com,11.99
https://store.steampowered.com/,https://store.steampovered.com,Char_Adversaries,bitsq,steampovered.com,11.99
https://store.steampowered.com/,https://store.steqampowered.com,Char_Adversaries,insert,steqampowered.com,11.99
https://store.steampowered.com/,https://store.steampowe3red.com,Char_Adversaries,insert,steampowe3red.com,11.99
https://store.steampowered.com/,https://store.steampoweredcomputer-run.com,Word_Adversaries,wconcatdn,steampoweredcomputer-run.com,11.99
https://store.steampowered.com/,https://store.steampmwered.com,Char_Adversaries,bitsq,steampmwered.com,11.99
https://store.steampowered.com/,https://store.steampo3wered.com,Char_Adversaries,insert,steampo3wered.com,11.99
https://store.steampowered.com/,https://store.steampoxwered.com,Char_Adversaries,insert,steampoxwered.com,11.99
https://store.steampowered.com/,https://store.steampowered-muscle-powered.com,Word_Adversaries,wconcatdn,steampowered-muscle-powered.com,11.99
https://store.steampowered.com/,https://store.steamxowered.com,Char_Adversaries,bitsq,steamxowered.com,11.99
https://store.steampowered.com/,https://store.8-wheeled-steampowered.com,Word_Adversaries,wconcatdn,8-wheeled-steampowered.com,11.99
https://store.steampowered.com/,https://store.hand-propelledsteampowered.com,Word_Adversaries,wconcatdn,hand-propelledsteampowered.com,11.99
https://store.steampowered.com/,https://store.store.steampowered.comsteampowered.com,Word_Adversaries,wconcatdn,comsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-console-type.com,Word_Adversaries,wconcatdn,steampowered-console-type.com,11.99
https://store.steampowered.com/,https://store.steampoweredcomputer-connected.com,Word_Adversaries,wconcatdn,steampoweredcomputer-connected.com,11.99
https://store.steampowered.com/,https://store.anime-styled-steampowered.com,Word_Adversaries,wconcatdn,anime-styled-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-peterb.com,Word_Adversaries,wconcatdn,steampowered-peterb.com,11.99
https://store.steampowered.com/,https://store.single-wheeled-steampowered.com,Word_Adversaries,wconcatdn,single-wheeled-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-moddified.com,Word_Adversaries,wconcatdn,steampowered-moddified.com,11.99
https://store.steampowered.com/,https://store.stedampowered.com,Char_Adversaries,insert,stedampowered.com,11.99
https://store.steampowered.com/,https://store.3teampowered.com,Char_Adversaries,bitsq,3teampowered.com,11.99
https://store.steampowered.com/,https://store.missile-equipped-steampowered.com,Word_Adversaries,wconcatdn,missile-equipped-steampowered.com,11.99
https://store.steampowered.com/,https://store.battlebot-steampowered.com,Word_Adversaries,wconcatdn,battlebot-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredauto-linked.com,Word_Adversaries,wconcatdn,steampoweredauto-linked.com,11.99
https://store.steampowered.com/,https://store.steampowered-smartphone-enabled.com,Word_Adversaries,wconcatdn,steampowered-smartphone-enabled.com,11.99
https://store.steampowered.com/,https://store.steamforgedsteampowered.com,Word_Adversaries,wconcatdn,steamforgedsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredsmartphone-powered.com,Word_Adversaries,wconcatdn,steampoweredsmartphone-powered.com,11.99
https://store.steampowered.com/,https://store.human-pilotedsteampowered.com,Word_Adversaries,wconcatdn,human-pilotedsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-steam-powered.com,Word_Adversaries,wconcatdn,steampowered-steam-powered.com,11.99
https://store.steampowered.com/,https://store.steampoweredengine-powered.com,Word_Adversaries,wconcatdn,steampoweredengine-powered.com,11.99
https://store.steampowered.com/,https://store.steampowerednvited.com,Word_Adversaries,wconcatdn,steampowerednvited.com,11.99
https://store.steampowered.com/,https://store.steampoweredflanneled.com,Word_Adversaries,wconcatdn,steampoweredflanneled.com,11.99
https://store.steampowered.com/,https://store.moddified-steampowered.com,Word_Adversaries,wconcatdn,moddified-steampowered.com,11.99
https://store.steampowered.com/,https://store.steqmpowered.com,Char_Adversaries,bitsq,steqmpowered.com,11.99
https://store.steampowered.com/,https://store.steampogered.com,Char_Adversaries,bitsq,steampogered.com,11.99
https://store.steampowered.com/,https://store.steampowmred.com,Char_Adversaries,bitsq,steampowmred.com,11.99
https://store.steampowered.com/,https://store.cartoon-styled-steampowered.com,Word_Adversaries,wconcatdn,cartoon-styled-steampowered.com,11.99
https://store.steampowered.com/,https://store.stweampowered.com,Char_Adversaries,insert,stweampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-auto-linked.com,Word_Adversaries,wconcatdn,steampowered-auto-linked.com,11.99
https://store.steampowered.com/,https://store.dual-screened-steampowered.com,Word_Adversaries,wconcatdn,dual-screened-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-steamforged.com,Word_Adversaries,wconcatdn,steampowered-steamforged.com,11.99
https://store.steampowered.com/,https://store.steampowerdd.com,Char_Adversaries,bitsq,steampowerdd.com,11.99
https://store.steampowered.com/,https://store.dual-screenedsteampowered.com,Word_Adversaries,wconcatdn,dual-screenedsteampowered.com,11.99
https://store.steampowered.com/,https://store.hand-propelled-steampowered.com,Word_Adversaries,wconcatdn,hand-propelled-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-touchscreen-equipped.com,Word_Adversaries,wconcatdn,steampowered-touchscreen-equipped.com,11.99
https://store.steampowered.com/,https://store.assambledsteampowered.com,Word_Adversaries,wconcatdn,assambledsteampowered.com,11.99
https://store.steampowered.com/,https://store.peterbsteampowered.com,Word_Adversaries,wconcatdn,peterbsteampowered.com,11.99
https://store.steampowered.com/,https://store.computer-connectedsteampowered.com,Word_Adversaries,wconcatdn,computer-connectedsteampowered.com,11.99
https://store.steampowered.com/,https://store.sail-poweredsteampowered.com,Word_Adversaries,wconcatdn,sail-poweredsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampowdred.com,Char_Adversaries,bitsq,steampowdred.com,11.99
https://store.steampowered.com/,https://store.steampgwered.com,Char_Adversaries,bitsq,steampgwered.com,11.99
https://store.steampowered.com/,https://store.butter-fingered-steampowered.com,Word_Adversaries,wconcatdn,butter-fingered-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowezed.com,Char_Adversaries,bitsq,steampowezed.com,11.99
https://store.steampowered.com/,https://store.semi-sentient-steampowered.com,Word_Adversaries,wconcatdn,semi-sentient-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredcomputer-linked.com,Word_Adversaries,wconcatdn,steampoweredcomputer-linked.com,11.99
https://store.steampowered.com/,https://store.steampoweredx.com,Char_Adversaries,add,steampoweredx.com,11.99
https://store.steampowered.com/,https://store.steampoweredcoal-powered.com,Word_Adversaries,wconcatdn,steampoweredcoal-powered.com,11.99
https://store.steampowered.com/,https://store.computer-managed-steampowered.com,Word_Adversaries,wconcatdn,computer-managed-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampunk-steampowered.com,Word_Adversaries,wconcatdn,steampunk-steampowered.com,11.99
https://store.steampowered.com/,https://store.self-purchased-steampowered.com,Word_Adversaries,wconcatdn,self-purchased-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredhovercraft.com,Word_Adversaries,wconcatdn,steampoweredhovercraft.com,11.99
https://store.steampowered.com/,https://store.store.steampowered.comsteampowered.com,Word_Adversaries,wconcatdn,comsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampowe2ed.com,Char_Adversaries,bitsq,steampowe2ed.com,11.99
https://store.steampowered.com/,https://store.steampowered-mandroid.com,Word_Adversaries,wconcatdn,steampowered-mandroid.com,11.99
https://store.steampowered.com/,https://store.steampowered-single-wheeled.com,Word_Adversaries,wconcatdn,steampowered-single-wheeled.com,11.99
https://store.steampowered.com/,https://store.moddifiedsteampowered.com,Word_Adversaries,wconcatdn,moddifiedsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-renforced.com,Word_Adversaries,wconcatdn,steampowered-renforced.com,11.99
https://store.steampowered.com/,https://store.pre-upgradedsteampowered.com,Word_Adversaries,wconcatdn,pre-upgradedsteampowered.com,11.99
https://store.steampowered.com/,https://store.console-type-steampowered.com,Word_Adversaries,wconcatdn,console-type-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredgarage-built.com,Word_Adversaries,wconcatdn,steampoweredgarage-built.com,11.99
https://store.steampowered.com/,https://store.cartoon-styledsteampowered.com,Word_Adversaries,wconcatdn,cartoon-styledsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredpropeller-powered.com,Word_Adversaries,wconcatdn,steampoweredpropeller-powered.com,11.99
https://store.steampowered.com/,https://store.human-piloted-steampowered.com,Word_Adversaries,wconcatdn,human-piloted-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredh.com,Char_Adversaries,add,steampoweredh.com,11.99
https://store.steampowered.com/,https://store.steampowered-garage-built.com,Word_Adversaries,wconcatdn,steampowered-garage-built.com,11.99
https://store.steampowered.com/,https://store.stecmpowered.com,Char_Adversaries,bitsq,stecmpowered.com,11.99
https://store.steampowered.com/,https://store.renforced-steampowered.com,Word_Adversaries,wconcatdn,renforced-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowergd.com,Char_Adversaries,bitsq,steampowergd.com,11.99
https://store.steampowered.com/,https://store.hovercraft-steampowered.com,Word_Adversaries,wconcatdn,hovercraft-steampowered.com,11.99
https://store.steampowered.com/,https://store.steam-poweredsteampowered.com,Word_Adversaries,wconcatdn,steam-poweredsteampowered.com,11.99
https://store.steampowered.com/,https://store.steaopowered.com,Char_Adversaries,bitsq,steaopowered.com,11.99
https://store.steampowered.com/,https://store.ste4ampowered.com,Char_Adversaries,insert,ste4ampowered.com,11.99
https://store.steampowered.com/,https://store.mandroid-steampowered.com,Word_Adversaries,wconcatdn,mandroid-steampowered.com,11.99
https://store.steampowered.com/,https://store.inegrated-steampowered.com,Word_Adversaries,wconcatdn,inegrated-steampowered.com,11.99
https://store.steampowered.com/,https://store.steam0owered.com,Char_Adversaries,bitsq,steam0owered.com,11.99
https://store.steampowered.com/,https://store.steampowered-semi-sentient.com,Word_Adversaries,wconcatdn,steampowered-semi-sentient.com,11.99
https://store.steampowered.com/,https://store.butter-fingeredsteampowered.com,Word_Adversaries,wconcatdn,butter-fingeredsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampmowered.com,Char_Adversaries,insert,steampmowered.com,11.99
https://store.steampowered.com/,https://store.steampoweved.com,Char_Adversaries,bitsq,steampoweved.com,11.99
https://store.steampowered.com/,https://store.steampoweredhovercrafts.com,Word_Adversaries,wconcatdn,steampoweredhovercrafts.com,11.99
https://store.steampowered.com/,https://store.anime-styledsteampowered.com,Word_Adversaries,wconcatdn,anime-styledsteampowered.com,11.99
https://store.steampowered.com/,https://store.steapmpowered.com,Char_Adversaries,insert,steapmpowered.com,11.99
https://store.steampowered.com/,https://store.coal-poweredsteampowered.com,Word_Adversaries,wconcatdn,coal-poweredsteampowered.com,11.99
https://store.steampowered.com/,https://store.touchscreen-equipped-steampowered.com,Word_Adversaries,wconcatdn,touchscreen-equipped-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowere4d.com,Char_Adversaries,insert,steampowere4d.com,11.99
https://store.steampowered.com/,https://store.steampoweredwater-propelled.com,Word_Adversaries,wconcatdn,steampoweredwater-propelled.com,11.99
https://store.steampowered.com/,https://store.steampoweredsteam-based.com,Word_Adversaries,wconcatdn,steampoweredsteam-based.com,11.99
https://store.steampowered.com/,https://store.steampoweredpre-upgraded.com,Word_Adversaries,wconcatdn,steampoweredpre-upgraded.com,11.99
https://store.steampowered.com/,https://store.stfeampowered.com,Char_Adversaries,insert,stfeampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredbutter-fingered.com,Word_Adversaries,wconcatdn,steampoweredbutter-fingered.com,11.99
https://store.steampowered.com/,https://store.engine-poweredsteampowered.com,Word_Adversaries,wconcatdn,engine-poweredsteampowered.com,11.99
https://store.steampowered.com/,https://store.propeller-powered-steampowered.com,Word_Adversaries,wconcatdn,propeller-powered-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredsemi-sentient.com,Word_Adversaries,wconcatdn,steampoweredsemi-sentient.com,11.99
https://store.steampowered.com/,https://store.auto-linkedsteampowered.com,Word_Adversaries,wconcatdn,auto-linkedsteampowered.com,11.99
https://store.steampowered.com/,https://store.self-modifiedsteampowered.com,Word_Adversaries,wconcatdn,self-modifiedsteampowered.com,11.99
https://store.steampowered.com/,https://store.midi-controlled-steampowered.com,Word_Adversaries,wconcatdn,midi-controlled-steampowered.com,11.99
https://store.steampowered.com/,https://store.pre-overclocked-steampowered.com,Word_Adversaries,wconcatdn,pre-overclocked-steampowered.com,11.99
https://store.steampowered.com/,https://store.steaipowered.com,Char_Adversaries,bitsq,steaipowered.com,11.99
https://store.steampowered.com/,https://store.steampouered.com,Char_Adversaries,bitsq,steampouered.com,11.99
https://store.steampowered.com/,https://store.steampoweredsteampunk-inspired.com,Word_Adversaries,wconcatdn,steampoweredsteampunk-inspired.com,11.99
https://store.steampowered.com/,https://store.smartphone-enabledsteampowered.com,Word_Adversaries,wconcatdn,smartphone-enabledsteampowered.com,11.99
https://store.steampowered.com/,https://store.engine-powered-steampowered.com,Word_Adversaries,wconcatdn,engine-powered-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-coal-powered.com,Word_Adversaries,wconcatdn,steampowered-coal-powered.com,11.99
https://store.steampowered.com/,https://store.steampowered-hovercrafts.com,Word_Adversaries,wconcatdn,steampowered-hovercrafts.com,11.99
https://store.steampowered.com/,https://store.steampowered-8-wheeled.com,Word_Adversaries,wconcatdn,steampowered-8-wheeled.com,11.99
https://store.steampowered.com/,https://store.steampoweredmidi-controlled.com,Word_Adversaries,wconcatdn,steampoweredmidi-controlled.com,11.99
https://store.steampowered.com/,https://store.steampoweredfusion-powered.com,Word_Adversaries,wconcatdn,steampoweredfusion-powered.com,11.99
https://store.steampowered.com/,https://store.steel-jacketedsteampowered.com,Word_Adversaries,wconcatdn,steel-jacketedsteampowered.com,11.99
https://store.steampowered.com/,https://store.water-propelled-steampowered.com,Word_Adversaries,wconcatdn,water-propelled-steampowered.com,11.99
https://store.steampowered.com/,https://store.magic-powered-steampowered.com,Word_Adversaries,wconcatdn,magic-powered-steampowered.com,11.99
https://store.steampowered.com/,https://store.fusion-powered-steampowered.com,Word_Adversaries,wconcatdn,fusion-powered-steampowered.com,11.99
https://store.steampowered.com/,https://store.s-teampowered.com,Char_Adversaries,hyp,s-teampowered.com,11.99
https://store.steampowered.com/,https://store.magic-poweredsteampowered.com,Word_Adversaries,wconcatdn,magic-poweredsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredbattlebot.com,Word_Adversaries,wconcatdn,steampoweredbattlebot.com,11.99
https://store.steampowered.com/,https://store.propeller-poweredsteampowered.com,Word_Adversaries,wconcatdn,propeller-poweredsteampowered.com,11.99
https://store.steampowered.com/,https://store.dual-wielded-steampowered.com,Word_Adversaries,wconcatdn,dual-wielded-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredsteamforged.com,Word_Adversaries,wconcatdn,steampoweredsteamforged.com,11.99
https://store.steampowered.com/,https://store.steampowered-dual-screened.com,Word_Adversaries,wconcatdn,steampowered-dual-screened.com,11.99
https://store.steampowered.com/,https://store.steampunk-inspired-steampowered.com,Word_Adversaries,wconcatdn,steampunk-inspired-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweret.com,Char_Adversaries,bitsq,steampoweret.com,11.99
https://store.steampowered.com/,https://store.steampowermd.com,Char_Adversaries,bitsq,steampowermd.com,11.99
https://store.steampowered.com/,https://store.steampowered-one-wheeled.com,Word_Adversaries,wconcatdn,steampowered-one-wheeled.com,11.99
https://store.steampowered.com/,https://store.stea-powered.com,Char_Adversaries,bitsq,stea-powered.com,11.99
https://store.steampowered.com/,https://store.stealpowered.com,Char_Adversaries,bitsq,stealpowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredself-modified.com,Word_Adversaries,wconcatdn,steampoweredself-modified.com,11.99
https://store.steampowered.com/,https://store.steampowered-steam-driven.com,Word_Adversaries,wconcatdn,steampowered-steam-driven.com,11.99
https://store.steampowered.com/,https://store.steam-powered-steampowered.com,Word_Adversaries,wconcatdn,steam-powered-steampowered.com,11.99
https://store.steampowered.com/,https://store.self-modified-steampowered.com,Word_Adversaries,wconcatdn,self-modified-steampowered.com,11.99
https://store.steampowered.com/,https://store.pre-overclockedsteampowered.com,Word_Adversaries,wconcatdn,pre-overclockedsteampowered.com,11.99
https://store.steampowered.com/,https://store.peterb-steampowered.com,Word_Adversaries,wconcatdn,peterb-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampunk-inspiredsteampowered.com,Word_Adversaries,wconcatdn,steampunk-inspiredsteampowered.com,11.99
https://store.steampowered.com/,https://store.steam-drivensteampowered.com,Word_Adversaries,wconcatdn,steam-drivensteampowered.com,11.99
https://store.steampowered.com/,https://store.4-wheeledsteampowered.com,Word_Adversaries,wconcatdn,4-wheeledsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampoweredhuman-piloted.com,Word_Adversaries,wconcatdn,steampoweredhuman-piloted.com,11.99
https://store.steampowered.com/,https://store.steampowered-assambled.com,Word_Adversaries,wconcatdn,steampowered-assambled.com,11.99
https://store.steampowered.com/,https://store.steampoweredmissile-equipped.com,Word_Adversaries,wconcatdn,steampoweredmissile-equipped.com,11.99
https://store.steampowered.com/,https://store.4-wheeled-steampowered.com,Word_Adversaries,wconcatdn,4-wheeled-steampowered.com,11.99
https://store.steampowered.com/,https://store.steam-driven-steampowered.com,Word_Adversaries,wconcatdn,steam-driven-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowebed.com,Char_Adversaries,bitsq,steampowebed.com,11.99
https://store.steampowered.com/,https://store.precipitation-hardened-steampowered.com,Word_Adversaries,wconcatdn,precipitation-hardened-steampowered.com,11.99
https://store.steampowered.com/,https://store.steampowered-pre-played.com,Word_Adversaries,wconcatdn,steampowered-pre-played.com,11.99
https://store.steampowered.com/,https://store.computer-managedsteampowered.com,Word_Adversaries,wconcatdn,computer-managedsteampowered.com,11.99
https://store.steampowered.com/,https://store.mandroidsteampowered.com,Word_Adversaries,wconcatdn,mandroidsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampowqered.com,Char_Adversaries,insert,steampowqered.com,11.99
https://store.steampowered.com/,https://store.inegratedsteampowered.com,Word_Adversaries,wconcatdn,inegratedsteampowered.com,11.99
https://store.steampowered.com/,https://store.steampo9wered.com,Char_Adversaries,insert,steampo9wered.com,11.99
https://store.steampowered.com/,https://store.steampoweredpre-played.com,Word_Adversaries,wconcatdn,steampoweredpre-played.com,11.99
https://store.steampowered.com/,https://store.steampoweredassambled.com,Word_Adversaries,wconcatdn,steampoweredassambled.com,11.99
https://store.steampowered.com/,https://store.console-typesteampowered.com,Word_Adversaries,wconcatdn,console-typesteampowered.com,11.99
