url,label
code.google.com/p/re2/,0
code.google.com/p/savefileto/,0
code.google.com/p/sckt/,0
code.google.com/p/silvertrout/,0
code.google.com/p/sipdroid/,0
code.google.com/p/smartfind/,0
code.google.com/p/spserver/,0
code.google.com/p/sqlite-manager/,0
code.google.com/p/tabkit/,0
code.google.com/p/thumbsdown/,0
code.google.com/p/ticpp/,0
code.google.com/p/ting/,0
code.google.com/p/tortoisegit/,0
code.google.com/p/turboturtle/,0
code.google.com/p/ubuntutrinux/,0
code.google.com/p/v8/,0
code.google.com/p/visural-wicket/,0
code.google.com/p/xpisigner/,0
code.google.com/p/yet-another-photo-screen-saver/,0
code.google.com/p/zen-coding/,0
code.google.com/speed/page-speed/,0
code.google.com/webtoolkit/,0
developers.google.com/appengine/docs/whatisgoogleappengine,0
docs.google.com/View?docid=dd33gg45_3f8j96p,0
googleblog.blogspot.com/2008/09/fresh-take-on-browser.html,0
google-styleguide.googlecode.com/svn/trunk/cppguide.xml,0
gpachai.googlepages.com/gpachai.googlepages.com,0
groups.google.co.in/group/linuxexperts/about,0
groups.google.co.uk/group/scarletdme,0
groups.google.com/group/clepy/,0
groups.google.com/group/designbais-forum?hl=en&amp;lnk=rga,0
groups.google.com/group/InterSystems-MV?hl=en,0
groups.google.com/group/iso27001security,0
groups.google.com/group/jbase?hl=en,0
groups.google.com/group/michipug,0
groups.google.com/group/MultiValue?hl=en&amp;lnk=rgr,0
groups.google.com/group/mvdbms,0
groups.google.com/group/omegatplus,0
groups.google.com/group/openqm?hl=en,0
groups.google.com/group/Rebol,0
groups.google.com/group/shanghailug,0
groups.google.com/group/spyware-removal,0
groups.google.com/group/utahpython,0
groups.google.com/groups/dir,0
gwt.google.com/samples/GwtFeedReader/GwtFeedReader.html,0
http://www.play.google.com/store/apps/details?id=com.domcomp.main,0
http://www.plus.google.com,0
http://www.plus.google.com/107903992827578686784/about?hl=en,0
http://www.plus.google.com/115047032409973911708/about?hl=en,0
http://www.plus.google.com/118254408225094337228/about?gl=in&hl=en,0
http://www.google.ae,0
http://www.google.ae/advanced_search?hl=en-au&authuser=0,0
http://www.google.ae/preferences?hl=en,0
http://www.google.ae/services/,0
http://www.google.ae/setprefdomain?prefdom=us&sig=k_sfncmsq3ncqpeiv1vsifq88drbq%3d,0
http://www.google.ae/setprefs?sig=0_is6h89a4vw59tlall6jelzmeoma%3d&hl=ar&source=homepage&sa=x&ved=0ahukewjpuvb16_7kahxbp48khasob5qq2zgbcau,0
http://www.google.at,0
http://www.google.at/advanced_search?hl=en-au&authuser=0,0
http://www.google.at/preferences?hl=en,0
http://www.google.at/services/,0
http://www.google.at/setprefdomain?prefdom=us&sig=k_zuyktu4n4vjs2xjxpigvcnzs2gi%3d,0
http://www.google.at/setprefs?sig=0_e3utryxski3qe44jve6navwvcfs%3d&hl=de&source=homepage&sa=x&ved=0ahukewidoupwy_7kahvn6xmbhtnicfsq2zgbcau,0
http://www.google.be,0
http://www.google.be/advanced_search?hl=en-au&authuser=0,0
http://www.google.be/preferences?hl=en,0
http://www.google.be/services/,0
http://www.google.be/setprefdomain?prefdom=us&sig=k_eztjjhyvzsakt8ilcvjilb1qiwq%3d,0
http://www.google.be/setprefs?sig=0_iylqaoonggczvggaphobhvcewnu%3d&hl=nl&source=homepage&sa=x&ved=0ahukewjlk7pon_7kahweoo8khbindpeq2zgbcau,0
http://www.google.ch,0
http://www.google.ch/advanced_search?hl=en-au&authuser=0,0
http://www.google.ch/preferences?hl=en,0
http://www.google.ch/services/,0
http://www.google.ch/setprefdomain?prefdom=us&sig=k_inb_dngqrci5wr1fs8546sf-nxo%3d,0
http://www.google.ch/setprefs?sig=0_ta4jfaqgduaqrn7gk6lo6tqalhk%3d&hl=de&source=homepage&sa=x&ved=0ahukewjd_ulitv7kahwexcskhzqjc4eq2zgbcau,0
http://www.google.co.id,0
http://www.google.co.id/advanced_search?hl=en-au&authuser=0,0
http://www.google.co.id/preferences?hl=en,0
http://www.google.co.id/services/,0
http://www.google.co.id/setprefdomain?prefdom=us&sig=k_ygxdg8slwwx-g6b-i-0e8spfqf8%3d,0
http://www.google.co.id/setprefs?sig=0_nqxbnvtaf1mbyqrbtg9d9al_jgk%3d&hl=id&source=homepage&sa=x&ved=0ahukewi_qak16v7kahwqfyskhuuwcmoq2zgbcau,0
http://www.google.co.in,0
http://www.google.co.in/advanced_search?hl=en-au&authuser=0,0
http://www.google.co.in/preferences?hl=en,0
http://www.google.co.in/services/,0
http://www.google.co.in/setprefdomain?prefdom=us&sig=k_emlu2xerhmq0a55ohdow3majxfa%3d,0
http://www.google.co.jp,0
http://www.google.co.jp/advanced_search?hl=en-au&authuser=0,0
http://www.google.co.jp/preferences?hl=en,0
http://www.google.co.jp/services/,0
http://www.google.co.jp/setprefdomain?prefdom=us&sig=k_rs1z5zghw0_eb3czso9u8l1w-3k%3d,0
http://www.google.co.jp/setprefs?sig=0_csdvr369vlz3krkpy9ilzrd8swu%3d&hl=ja&source=homepage&sa=x&ved=0ahukewimltivtp7kahxvv30khs2cdy8q2zgbcau,0
http://www.google.co.kr,0
http://www.google.co.kr/advanced_search?hl=en-au&authuser=0,0
http://www.google.co.kr/preferences?hl=en,0
http://www.google.co.kr/services/,0
http://www.google.co.kr/setprefdomain?prefdom=us&sig=k_ao_skrkopdsjtbtrw1bexpvnc9k%3d,0
http://www.google.co.kr/setprefs?sig=0_95iekdrubfomdko3rimgl-xhbss%3d&hl=ko&source=homepage&sa=x&ved=0ahukewjqt5v25_7kahwlsy8khdkwd_yq2zgbcau,0
http://www.google.co.nz,0
http://www.google.co.nz/advanced_search?hl=en-au&authuser=0,0
http://www.google.co.nz/preferences?hl=en,0
http://www.google.co.nz/services/,0
http://www.google.co.nz/setprefdomain?prefdom=us&sig=k_u8ktmquitzj0k6tspm5dgiw1quq%3d,0
http://www.google.co.th,0
http://www.google.co.th/advanced_search?hl=en-au&authuser=0,0
http://www.google.co.th/preferences?hl=en,0
http://www.google.co.th/services/,0
http://www.google.co.th/setprefdomain?prefdom=us&sig=k_bln232xf64qtbxanglcsxh5cep4%3d,0
http://www.google.co.th/setprefs?sig=0_yt_wbhjls_ppdo6u6xanguda3po%3d&hl=th&source=homepage&sa=x&ved=0ahukewjx-osnzp7kahwsv30khdgjbvcq2zgbcau,0
http://www.google.co.za,0
http://www.google.co.za/advanced_search?hl=en-au&authuser=0,0
http://www.google.co.za/preferences?hl=en,0
http://www.google.co.za/services/,0
http://www.google.co.za/setprefdomain?prefdom=us&sig=k_sg5uasj4uvsr0tkioxewycnsqp8%3d,0
http://www.google.com,0
http://www.google.com.ar,0
http://www.google.com.ar/advanced_search?hl=en-au&authuser=0,0
http://www.google.com.ar/preferences?hl=en,0
http://www.google.com.ar/services/,0
http://www.google.com.ar/setprefdomain?prefdom=us&sig=k_71oodppijlpmqs1yralyerzqpdu%3d,0
http://www.google.com.ar/setprefs?sig=0_yqxhi-tj4jsplhesnc_qrs1mfw8%3d&hl=es-419&source=homepage&sa=x&ved=0ahukewjzurob8f7kahvcky8khbjoduyq2zgbcau,0
http://www.google.com.au,0
http://www.google.com.au/advanced_search?hl=en-au&authuser=0,0
http://www.google.com.au/history/optout?hl=en,0
http://www.google.com.au/history/optout?hl=zh-cn,0
http://www.google.com.au/imghp?hl=en&tab=8i,0
http://www.google.com.au/imghp?hl=en&tab=wi,0
http://www.google.com.au/imghp?hl=zh-cn&tab=wi,0
http://www.google.com.au/preferences?hl=en,0
http://www.google.com.au/services/,0
http://www.google.com.au/setprefdomain?prefdom=us&sig=k_0tm0tnwk2cvz4bwfcxqdygj1t3e%3d,0
http://www.google.com.hk/advanced_search?hl=zh-cn&authuser=0,0
http://www.google.com.hk/preferences?hl=zh-cn,0
http://www.google.com.hk/setprefdomain?prefdom=us&sig=k_ssocrtj2weyvneiubpwflosd4gq%3d,0
http://www.google.com.hk/setprefs?sig=0_a9stntp3k2go6ybeyq1z9pdow-i%3d&hl=en&source=homepage&sa=x&ved=0ahukewie_7ezjf7kahvk63mbhvhvbp0q2zgbcau,0
http://www.google.com.hk/webhp?hl=zh-cn&sourceid=cnhp,0
http://www.google.com.sg,0
http://www.google.com.sg/advanced_search?hl=en-au&authuser=0,0
http://www.google.com.sg/preferences?hl=en,0
http://www.google.com.sg/services/,0
http://www.google.com.sg/setprefdomain?prefdom=us&sig=k_gitvyouisaumxudzuzdsm55zvkw%3d,0
http://www.google.com.tr,0
http://www.google.com.tr/advanced_search?hl=en-au&authuser=0,0
http://www.google.com.tr/preferences?hl=en,0
http://www.google.com.tr/services/,0
http://www.google.com.tr/setprefdomain?prefdom=us&sig=k_ymc9helwjkos1gc17uwo_j3nzcg%3d,0
http://www.google.com.tr/setprefs?sig=0_kv-hrkyellxwgcyicdrdspj7wqe%3d&hl=tr&source=homepage&sa=x&ved=0ahukewiwvspbjp7kahudbiskhdhec3mq2zgbcau,0
http://www.google.com.tw,0
http://www.google.com.tw/advanced_search?hl=en-au&authuser=0,0
http://www.google.com.tw/preferences?hl=en,0
http://www.google.com.tw/services/,0
http://www.google.com.tw/setprefdomain?prefdom=us&sig=k_awqie3llu9ppcxbv29xillu0ffa%3d,0
http://www.google.com.tw/setprefs?sig=0_6arpupkodmilcqfiewbdonu8uwq%3d&hl=zh-tw&source=homepage&sa=x&ved=0ahukewjvnr-srv7kahwlq48khadkbiwq2zgbcau,0
http://www.google.com/,0
http://www.google.com/advanced_search?hl=en-au&authuser=0,0
http://www.google.com/preferences?hl=en,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewi3pnq00vzkahuyf30khdwdcdeqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewi7k4dv0vzkahvjoiskhrxicegqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewidwdsu0fzkahxzbx0khtkectiqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewievpdj0fzkahviwh0khw9hcowqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewihkrk30fzkahwbyyskhc2magoqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewiilmb7zvzkahwufiskhc7mc5iqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewij55ls0fzkahwbt30khxs_bn4qpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjhkatz1pzkahuofh0khz72bawqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjnvlbv0vzkahuivh0khfagc1kqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjpk5ca0fzkahuwqh0khcwwbfkqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjpypgd0_zkahxiq30khztfbbqqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjtzrqtk_3kahxndcskht9qblgqpqgd,0
http://www.google.com/search?ie=utf-8&q=bill+robinson+scientist&oi=ddle&ct=119276291&hl=en&kgmid=/m/0h560w7&sa=x&ved=0ahukewjzqykgz_zkahwuf3ikhynjaq4qpqgd,0
http://www.google.com/services/,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k__wtcbizzx1nd-rlpdodgi3rsaxc%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_1iqoatxes1jjnpdt92yh7dirjgq%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_2huzsvjw4lg52ps8qftsjxwto6e%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_2lnufgowlby6ehozsq-zkr5x6h8%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4arifeiciflhjlcv-w-pbea24i8%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4kjtszsinsnz_3rnjwm4_mfgqwc%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4vgcobys4gs15cv4ick9oynntb8%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_4wk83vlyfnu73gbsxwgrh3fsd1q%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_5m3cviq2qijupvc-5arjqy7utx0%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_71xizv7gghm5urz3mj-ffdpcuyk%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_7mv_docoadu73j1aabbc-hxqgjk%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_8wxren0m8m9v2gann_l4g4fjs9y%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_9ec5d1kijdbixny9lxdv9a3rxkk%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_aj82t7uow1tmhokmegf9rsdv6cu%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_akkssb_1w22bxxyeb_4d147mu_0%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_b4guyz0ux20brc8ntklzrnjziuw%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_bdee2nygabcwlr7vj3yjptlpa7i%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_bgtels39ejz77cwgch2opc4hxmc%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_buhzxb6mops8hj2mnwrhbptlgoe%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_ccieo4rbzwr8-lx6bjugiiohht8%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_cvdjecqfk7qi3nr04pczcdfhcdk%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_d7d5pyvzc5mo4mcdhkak-vtnxfu%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_dxbgvhi6lmnjjmqlfta_sizukkw%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_edcc1my3xlznd_dryiibkrebstu%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_ephwwotimjxph6oaovegozas1fg%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_esqaxxq-dpd6ef7bmjzgkatxe08%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_etqgmue12odxt16xgdavi3kuisc%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_expfnsgmgoc5pke9swgd1quu4aq%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_f2gfwravxlplijlw5ijonrmwvo8%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_fan9k3aibbfpang3nshpvu-bsce%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_fjbo8eaa4bu2gkp1otafhpevg2g%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_fjs6rx-u7dle_xeu2kqqjokbzj8%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_gae538eyo9iaa50qhemg16snzdq%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_gttaf0lix4khhewdfjwbs-_y4bo%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_hg--w4dvnzdhlj_pqww5vh7saaq%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_ibajcd4gg2jimnemb8grguvg_js%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_if8iqaj1e16hv7aasqev7lurpie%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_igpqcks8iee76bb35zjwrth2_aq%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_kfz4mgdxuj1ybyjdafhocjh7lf4%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_lspydvao0jncjkl2wdizfqbj0bo%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_mge7by6krmhr-l1od6aw6uhzsoy%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_nooi5rzimfemy56r7xtavb7eqoe%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_o7hrdyy1sdqmaootvc-vgi9quhg%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_osfyifugchiwdw2im0eis-egtdi%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_plbj4dnm97zvuoexh6381xnhxhc%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_plzqb0it5zhiuugos0ui8ccd4ve%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_pqtc01rbimvbrcypwalkt9ia7ya%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_qarqzstjhnvqa_52uvesgtatwmg%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_qxg_lbieolzbdzf6fuykev6zpbo%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_rckkh6c9unatsbibkh0ma2qoomg%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_rn6rcux_hba1dahavugmzb2w8bm%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_rvhvddakxgtcitudwgcvn2vwhbm%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_t8aege0vft-2pdxuu2416dqyjnk%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_teqad6bvytuqlvuyvgtxagzprcc%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_to4jfhb7sxmxlwqitz1puolcozs%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_trd0llrylx4yawomuovcq8gixju%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_up8fw5eetgcue5c4ba0ydcpdjji%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_vhnphii0cqu5zbv6cvxanb9ovxs%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_vjipbo1lbpspu0peejwvea5f6dm%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_vwhvm2l-jpltvvkydc5tznv_8ge%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_wgfkfasrq7ihhzubfbsk1laoaro%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_wxviyrv2rbvpa6i9sot-kqg5gm0%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_wzicnsyexghwru3ntijzzovdyji%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_xcmd7kiui_esdbmtblxpelgrajw%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_xom8y1ef_izxlcbxlu6v3ax88zw%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_xu6dlgp6e2viwnysyfyz4rawmzw%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_yg3zg2b9bpqi2lswrjkp1-rpdna%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_ynbq8o6zunclqoe4h7wfjvm569q%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_zk-fssofjiwlb2fyfbxh7dmzfj4%3d,0
http://www.google.com/setprefdomain?prefdom=au&prev=http://www.google.com.au/&sig=k_zo4zcmu43yncd6xio8knda2_zgu%3d,0
http://www.google.com/support/accounts?hl=en,0
http://www.google.com/support/accounts?hl=en-gb,0
http://www.google.dk,0
http://www.google.dk/advanced_search?hl=en-au&authuser=0,0
http://www.google.dk/preferences?hl=en,0
http://www.google.dk/services/,0
http://www.google.dk/setprefdomain?prefdom=us&sig=k_vykifgs-wpy9tyedtevjpqk2a9k%3d,0
http://www.google.dk/setprefs?sig=0_nv8g-oo0abvuyj2j3n9tdm8locq%3d&hl=da&source=homepage&sa=x&ved=0ahukewicmpwe4v7kahumy48kha-na_sq2zgbcau,0
http://www.google.es,0
http://www.google.es/advanced_search?hl=en-au&authuser=0,0
http://www.google.es/preferences?hl=en,0
http://www.google.es/services/,0
http://www.google.es/setprefdomain?prefdom=us&sig=k_qkb3yh4lajst9ubgn8yivltrb_s%3d,0
http://www.google.es/setprefs?sig=0__nu26o_pivsutwzmf6e-m5x1wvu%3d&hl=es&source=homepage&sa=x&ved=0ahukewiv6bodjp7kahvbu30khr49bhyq2zgbcau,0
http://www.google.fi,0
http://www.google.fi/advanced_search?hl=en-au&authuser=0,0
http://www.google.fi/preferences?hl=en,0
http://www.google.fi/services/,0
http://www.google.fi/setprefdomain?prefdom=us&sig=k_aafxha2ru3_xyudwvge9juauoyg%3d,0
http://www.google.fi/setprefs?sig=0_arnoqhuc8o1xdquia8bvzf7ylyu%3d&hl=fi&source=homepage&sa=x&ved=0ahukewihoy7a-p7kahulro8khep2c9wq2zgbcau,0
http://www.google.fr,0
http://www.google.fr/advanced_search?hl=en-au&authuser=0,0
http://www.google.fr/preferences?hl=en,0
http://www.google.fr/services/,0
http://www.google.fr/setprefdomain?prefdom=us&sig=k_ijiidcz54jnfq-ha_z-gucwjsgs%3d,0
http://www.google.fr/setprefs?sig=0_ulya7hhz5kr_fpdwppqyoj_evsm%3d&hl=fr&source=homepage&sa=x&ved=0ahukewjgh5i59f3kahwpfcskhzdpdhsq2zgbcau,0
http://www.google.gr,0
http://www.google.gr/advanced_search?hl=en-au&authuser=0,0
http://www.google.gr/preferences?hl=en,0
http://www.google.gr/services/,0
http://www.google.gr/setprefdomain?prefdom=us&sig=k_it9izhctsyjvthaopwp0gxozq0g%3d,0
http://www.google.gr/setprefs?sig=0_sac2r1fuj90aaw1hkmxgbki6ffg%3d&hl=el&source=homepage&sa=x&ved=0ahukewioja3fvf7kahv5ibcahch6d4sq2zgbcau,0
http://www.google.hu,0
http://www.google.hu/advanced_search?hl=en-au&authuser=0,0
http://www.google.hu/preferences?hl=en,0
http://www.google.hu/services/,0
http://www.google.hu/setprefdomain?prefdom=us&sig=k_tlf9stlr5mmb2peaak8tb3-hof4%3d,0
http://www.google.hu/setprefs?sig=0_exug8dgpwmv8s_jf2pimoidjjos%3d&hl=hu&source=homepage&sa=x&ved=0ahukewi9hjto3f7kahxzxsskhcbjci4q2zgbcau,0
http://www.google.ie,0
http://www.google.ie/advanced_search?hl=en-au&authuser=0,0
http://www.google.ie/preferences?hl=en,0
http://www.google.ie/services/,0
http://www.google.ie/setprefdomain?prefdom=us&sig=k_lwkpajtchz9hqopwvi2offe-kxy%3d,0
http://www.google.it,0
http://www.google.it/advanced_search?hl=en-au&authuser=0,0
http://www.google.it/preferences?hl=en,0
http://www.google.it/services/,0
http://www.google.it/setprefdomain?prefdom=us&sig=k_v-uyfr0ifnha0wf9g5dv_lupngk%3d,0
