seedurl,craftedurl,adversarytype,adversarymethod,price
https://www.amazon.co.jp,http://www.amazonamazon.it.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.indieboundamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonindiebound.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazon.co.jpamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonamazon.co.jp.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.half.comamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonhalf.com.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.mazonamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonmazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.buy.comamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonbuy.com.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.walmartamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonwalmart.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.astoreamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonastore.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.rakutenamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonrakuten.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazomamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonamazom.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazon.ukamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonamazon.uk.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazon.deamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonamazon.de.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.itunesamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonitunes.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.abebooksamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonabebooks.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.ibookstoreamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonibookstore.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazon.ca.amazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.onamazonamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazononamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.smashwordsamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonsmashwords.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonkindleamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonamazonkindle.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.neweggamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonnewegg.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.bookdepositoryamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonbookdepository.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.non-amazonamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonnon-amazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.createspaceamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazoncreatespace.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.goodreadsamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazongoodreads.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.barnesandnobleamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonbarnesandnoble.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.borders.comamazon.co.jp/amazon,path_dm,Path_Adversary,
https://www.amazon.co.jp,http://www.amazonborders.com.co.jp/amazon,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.play-asiarakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenplay-asia.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.taobao.comrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutentaobao.com.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.taobaorakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutentaobao.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.aliexpressrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenaliexpress.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.buy.comrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenbuy.com.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.amazon.co.jprakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenamazon.co.jp.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.banggoodrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenbanggood.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.lazadarakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenlazada.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.ebayrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenebay.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.dhgaterakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutendhgate.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.hautelookrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenhautelook.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.alipayrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenalipay.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.takashimayarakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutentakashimaya.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.softbankrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutensoftbank.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.yooxrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenyoox.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.storenvyrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenstorenvy.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.uniqlorakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenuniqlo.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.shopping.comrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenshopping.com.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.puma.comrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenpuma.com.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.daisorakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutendaiso.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.amazonrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenamazon.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.isetanrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenisetan.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.azumarakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenazuma.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.kinokuniyarakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenkinokuniya.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.outnetrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenoutnet.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.sammydressrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutensammydress.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.stroerakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenstroe.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.hakatarakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenhakata.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.toyamarakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutentoyama.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.ginzarakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenginza.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.hontorakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenhonto.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.mitsuirakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenmitsui.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.jabongrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenjabong.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.hong-kongrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenhong-kong.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.selligrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutensellig.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.paypallrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenpaypall.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.sogorakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutensogo.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.shiseidorakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenshiseido.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.singtelrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutensingtel.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.greenhillsrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutengreenhills.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.yesstylerakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenyesstyle.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.frooglerakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenfroogle.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.lowyatrakuten.co.jp/rakuten,path_dm,Path_Adversary,
https://www.rakuten.co.jp,http://www.rakutenlowyat.co.jp/rakuten,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.comamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.com.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazoneamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazone.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.amazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amzonamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamzon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon-amazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.co.ukamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.co.uk.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.ebayamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonebay.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.caamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.ca.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.alibrisamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonalibris.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonsamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazons.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.com.amazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazoncomamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazoncom.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.inamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.in.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.kindleamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonkindle.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.fictionwiseamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonfictionwise.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.itamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.it.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.indieboundamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonindiebound.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.co.jpamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.co.jp.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.half.comamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonhalf.com.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.mazonamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonmazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.buy.comamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonbuy.com.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.walmartamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonwalmart.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.astoreamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonastore.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.rakutenamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonrakuten.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazomamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazom.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.ukamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.uk.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.deamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazon.de.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.itunesamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonitunes.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.abebooksamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonabebooks.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.ibookstoreamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonibookstore.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazon.ca.amazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.onamazonamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazononamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.smashwordsamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonsmashwords.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonkindleamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonamazonkindle.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.neweggamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonnewegg.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.bookdepositoryamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonbookdepository.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.non-amazonamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonnon-amazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.createspaceamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazoncreatespace.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.goodreadsamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazongoodreads.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.barnesandnobleamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonbarnesandnoble.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.borders.comamazon.de/amazon,path_dm,Path_Adversary,
https://www.amazon.de,http://www.amazonborders.com.de/amazon,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaotaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobao.comtaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaotaobao.com.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.aliexpresstaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoaliexpress.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.rakutentaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaorakuten.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.yiwutaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoyiwu.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.gmarkettaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaogmarket.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.alibabataobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoalibaba.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.dhgatetaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaodhgate.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.tmalltaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaotmall.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.baozitaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaobaozi.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.btssbtaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaobtssb.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.yesstyletaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoyesstyle.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.ebaytaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoebay.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.aliexpress.comtaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoaliexpress.com.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.alibaba.comtaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoalibaba.com.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.youkutaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoyouku.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.hongkongtaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaohongkong.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.baidutaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaobaidu.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taiwantaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaotaiwan.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.banggoodtaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaobanggood.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.suzhoutaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaosuzhou.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.amazon.co.jptaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoamazon.co.jp.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.milanootaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaomilanoo.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.daigoutaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaodaigou.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.alipaytaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoalipay.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.yixingstaobao.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.taobaoyixings.com/taobao,path_dm,Path_Adversary,
https://www.taobao.com,http://www.offbrandtaobao.com/taobao,path_dm,Path_Adversary,
